,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedIncomeTaxesCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,BuildingsAndImprovementsGross,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashFDICInsuredAmount,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CostOfGoodsSold,CurrentIncomeTaxExpenseBenefit,DebtInstrumentBasisSpreadOnVariableRate1,DebtInstrumentInterestRateAtPeriodEnd,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentInterestRateStatedPercentage,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredTaxAssetsGross,DeferredTaxAssetsInventory,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNetCurrent,DeferredTaxAssetsOther,DeferredTaxAssetsTaxDeferredExpense,DeferredTaxLiabilitiesNoncurrent,DeferredTaxLiabilitiesOther,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DefinedContributionPlanEmployerDiscretionaryContributionAmount,DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,Depreciation,EarningsPerShareBasic,EarningsPerShareDiluted,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,GainLossOnDispositionOfAssets,GainLossOnSaleOfPropertyPlantEquipment,GeneralAndAdministrativeExpense,Goodwill,GoodwillOtherChanges,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxesReceivable,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,IncreaseDecreaseInIncomeTaxesReceivable,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherOperatingCapitalNet,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestPaidNet,InventoryFinishedGoods,InventoryFinishedGoodsNetOfReserves,InventoryGross,InventoryNet,InventoryRawMaterials,InventoryRawMaterialsNetOfReserves,InventoryValuationReserves,InventoryWorkInProcess,InventoryWorkInProcessNetOfReserves,Land,LeaseAndRentalExpense,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LineOfCreditFacilityAmountOutstanding,LineOfCreditFacilityCurrentBorrowingCapacity,LineOfCreditFacilityInterestRateAtPeriodEnd,LineOfCreditFacilityMaximumBorrowingCapacity,LineOfCreditFacilityRemainingBorrowingCapacity,LongTermDebt,LongTermDebtCurrent,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,LongTermDebtNoncurrent,MachineryAndEquipmentGross,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NumberOfReportableSegments,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OtherAssetsNoncurrent,OtherNonoperatingIncomeExpense,PaymentsForRepurchaseOfCommonStock,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromSaleOfMachineryAndEquipment,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromStockOptionsExercised,ProductWarrantyAccrual,ProductWarrantyAccrualPayments,ProductWarrantyAccrualWarrantiesIssued,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfLongTermDebt,RepaymentsOfNotesPayable,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,SalesRevenueNet,SecuredDebt,SellingAndMarketingExpense,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,StockholdersEquity,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueStockOptionsExercised,StockRepurchasedDuringPeriodShares,StockRepurchasedDuringPeriodValue,TreasuryStockShares,TreasuryStockValue,TreasuryStockValueAcquiredCostMethod,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic,y
0,1248000,2801000,51000.0,1701000,3072000,10999000,55000.0,36000,16000.0,111000.0,144000,55000.0,108950.0,19367000,9872000,3395000.0,493000.0,198000.0,250000.0,0.01,10000000.0,3789012.0,3789012.0,38000.0,3437000.0,747000.0,0.005,0.0189,0.0275,0.0325,-127000.0,485000.0,752000.0,490000.0,267000.0,662000,66000.0,196000.0,396000.0,140000.0,345000.0,155000.0,0.05,0.06,110000.0,0.03,0.03,221000.0,0.0,-1011000.0,147000.0,187000.0,151000.0,166000.0,166000.0,187000.0,202000.0,2897000.0,-13000.0,-1000.0,764000.0,1942000.0,0.0,1745000.0,162000.0,55000.0,120000.0,13000.0,668000.0,-16000.0,-4000.0,98000.0,21000.0,-137000.0,51000.0,-2000.0,302000.0,-486000.0,175000.0,12000.0,2100000,77000.0,77000.0,2434000.0,2549000.0,6920000.0,5880000,3077000.0,2684000.0,677000.0,1409000.0,707000.0,1737000.0,22000.0,19367000,3134000,750000.0,3971000.0,0.035,6000000.0,4183000.0,3735000.0,134000.0,2043000.0,189000.0,196000.0,192000.0,189000.0,185000.0,136000.0,4960000,3333000,-229000.0,-967000.0,-8000.0,-214000.0,435000.0,1069000.0,107000.0,-84000.0,2.0,246000.0,13000.0,1000.0,1000.0,60000,-7000.0,140000.0,8000.0,0.01,5000000.0,0.0,0.0,0.0,69000,2000.0,109000.0,2000.0,165000.0,39000.0,50000.0,8465000,5393000,40000.0,31000.0,200000.0,316000.0,-160000,5182000.0,2985000.0,419000.0,1499000.0,6000.0,2226.0,6207.0,4.35,7200.0,4.64,2400.0,5.01,0.0,0.7361,0.7343,0.0297,2400.0,6207.0,7200.0,175750.0,3.47,-35000.0,25000.0,85000.0,2.67,126000.0,234250.0,3.78,0.81,3.88,5.11,175750.0,259250.0,126000.0,3.47,3.84,9967000.0,-95000.0,2000.0,33502.0,140000.0,33502.0,140000.0,-140000.0,141000.0,3894000.0,3788000.0,0
1,1248000,2801000,51000.0,1701000,3072000,10999000,112000.0,36000,28000.0,192000.0,144000,112000.0,259250.0,19367000,9872000,3395000.0,493000.0,-141000.0,250000.0,0.01,10000000.0,3789012.0,3789012.0,38000.0,7187000.0,795000.0,0.005,0.0189,,,-107000.0,637000.0,689000.0,502000.0,52000.0,662000,15000.0,172000.0,396000.0,187000.0,450000.0,162000.0,0.05,0.06,213000.0,0.06,0.05,191000.0,0.0,-1011000.0,,,99000.0,166000.0,166000.0,187000.0,202000.0,2897000.0,-13000.0,,1549000.0,1942000.0,0.0,3474000.0,341000.0,133000.0,120000.0,13000.0,912000.0,-24000.0,-12000.0,134000.0,-44000.0,22000.0,-46000.0,-158000.0,361000.0,13000.0,290000.0,10000.0,2100000,152000.0,152000.0,2434000.0,2549000.0,6920000.0,5880000,3077000.0,2684000.0,677000.0,1409000.0,707000.0,1737000.0,16000.0,19367000,3134000,750000.0,,0.0275,6000000.0,5117000.0,3735000.0,134000.0,2043000.0,,196000.0,192000.0,189000.0,185000.0,90000.0,4960000,3333000,-461000.0,-1060000.0,-12000.0,-343000.0,332000.0,2731000.0,208000.0,-159000.0,2.0,500000.0,1000.0,,1000.0,60000,-7000.0,,12000.0,0.01,5000000.0,0.0,0.0,0.0,69000,,,2000.0,165000.0,85000.0,108000.0,8465000,5393000,71000.0,63000.0,400000.0,624000.0,-160000,10661000.0,2985000.0,801000.0,2974000.0,16000.0,2226.0,6207.0,4.35,7200.0,5.01,4469.0,5.01,0.0,0.7885,0.6552,0.0297,2400.0,,11007.0,183917.0,3.5,6916.0,25000.0,49000.0,3.39,126000.0,234250.0,3.78,1.25,3.88,4.35,183917.0,258750.0,91000.0,3.5,3.84,9967000.0,500.0,2000.0,16267.0,92000.0,59414000.0,282000.0,-282000.0,130000.0,3895000.0,3788000.0,0
2,1248000,2801000,51000.0,1701000,3072000,10999000,168000.0,36000,,,144000,163000.0,201750.0,19367000,9872000,3395000.0,493000.0,19000.0,,0.01,10000000.0,3789012.0,3789012.0,38000.0,3750000.0,,0.005,0.0275,,,-120000.0,,,,,662000,,,396000.0,,,,,,310000.0,0.03,0.03,206000.0,0.0,1011000.0,,,50000.0,166000.0,166000.0,187000.0,202000.0,2897000.0,-13000.0,,785000.0,1942000.0,0.0,1729000.0,179000.0,78000.0,120000.0,13000.0,,,,,-106000.0,-102000.0,,45000.0,474000.0,,196000.0,9000.0,2100000,75000.0,226000.0,2992000.0,2549000.0,6920000.0,5880000,3838000.0,2684000.0,677000.0,1612000.0,707000.0,1737000.0,,19367000,3134000,750000.0,,0.035,6000000.0,4523000.0,3735000.0,134000.0,2042000.0,,196000.0,192000.0,188000.0,185000.0,46000.0,4960000,3333000,-1194000.0,-125000.0,-36000.0,-113000.0,1249000.0,252000.0,101000.0,-75000.0,2.0,254000.0,,,,60000,-7000.0,282000.0,36000.0,0.01,5000000.0,,,,69000,,,2000.0,165000.0,-125000.0,147000.0,8465000,5393000,125000.0,96000.0,1100000.0,308000.0,-160000,5479000.0,2985000.0,382000.0,1475000.0,27000.0,,6207.0,4.35,7200.0,5.01,,5.01,0.0,,,0.0297,2400.0,,,138583.0,4.26,-6916.0,49000.0,,4.35,184000.0,234250.0,3.78,1.25,5.86,4.35,138583.0,235750.0,135000.0,4.26,4.28,9967000.0,47500.0,2000.0,71360.0,485000.0,59414000.0,282000.0,-282000.0,114000.0,3896000.0,3789000.0,0
3,1248000,2801000,51000.0,1701000,3072000,10999000,223000.0,36000,48000.0,,144000,214000.0,223750.0,19367000,9872000,3395000.0,493000.0,-33000.0,,0.01,10000000.0,3789012.0,3789012.0,38000.0,11248000.0,1337000.0,0.005,,,,-91000.0,755000.0,644000.0,457000.0,-111000.0,662000,30000.0,157000.0,396000.0,236000.0,519000.0,173000.0,,,402000.0,0.12,0.12,164000.0,61000.0,1011000.0,,,90000.0,166000.0,166000.0,187000.0,202000.0,2897000.0,-13000.0,,2346000.0,1942000.0,0.0,5522000.0,697000.0,227000.0,16000.0,13000.0,1349000.0,-48000.0,1000.0,198000.0,-477000.0,344000.0,,407000.0,-27000.0,93000.0,-163000.0,-20000.0,2100000,225000.0,292000.0,3301000.0,2549000.0,9097000.0,5880000,4057000.0,2684000.0,677000.0,801000.0,707000.0,1737000.0,13000.0,19367000,3134000,750000.0,,0.0275,6000000.0,4587000.0,3735000.0,134000.0,1842000.0,,200000.0,196000.0,192000.0,189000.0,185000.0,4960000,3333000,-1876000.0,-562000.0,-43000.0,-230000.0,1886000.0,-171000.0,470000.0,-232000.0,2.0,929000.0,,,,60000,-8000.0,,43000.0,0.01,5000000.0,0.0,0.0,,69000,,,2000.0,165000.0,-150000.0,148000.0,8465000,5393000,3000.0,128000.0,1750000.0,1066000.0,-160000,16770000.0,2985000.0,1181000.0,4593000.0,36000.0,,4608.0,4.35,11007.0,5.01,,4.7,0.0,,,0.0297,4469.0,,,115250.0,4.31,1000.0,60000.0,70000.0,2.67,306000.0,234250.0,3.78,2.16,,3.74,115250.0,205500.0,144000.0,4.31,4.3,9967000.0,70834.0,2000.0,55093.0,393000.0,59414.0,282000.0,-282000.0,130000.0,3896000.0,3788000.0,0
4,1604000,2372000,24000.0,1276000,3123000,11024000,55000.0,25000,,,147000,51000.0,181500.0,18982000,9441000,,691000.0,-87000.0,,,,,,,4061000.0,,0.005,,,,-19000.0,,,,,687000,,,402000.0,,,,,,92000.0,0.07,0.07,361000.0,50000.0,1061000.0,,,151000.0,90000.0,166000.0,166000.0,187000.0,,-3000.0,,797000.0,,0.0,2048000.0,356000.0,94000.0,-164000.0,,,,,,356000.0,-426000.0,,-425000.0,,,49000.0,10000.0,2045000,73000.0,60000.0,3301000.0,2644000.0,8442000.0,5929000,4057000.0,2453000.0,652000.0,801000.0,787000.0,,,18982000,3040000,0.0,,0.0275,,5101000.0,2941000.0,136000.0,1842000.0,,200000.0,196000.0,192000.0,189000.0,139000.0,4425000,3486000,-533000.0,-778000.0,-197000.0,-428000.0,643000.0,-8000.0,262000.0,-73000.0,2.0,429000.0,,,,59000,-1000.0,92000.0,197000.0,,,0.0,0.0,,80000,,,77000.0,176000.0,-24000.0,9000.0,8618000,5495000,,33000.0,500000.0,442000.0,53000,6109000.0,2941000.0,380000.0,1619000.0,25000.0,,4608.0,4.35,11007.0,4.64,,4.7,0.0,,,0.0297,4469.0,,,136917.0,4.42,1000.0,60000.0,,2.67,499000.0,259250.0,3.84,,,3.74,136917.0,262167.0,260000.0,4.42,4.64,10877000.0,-70834.0,77000.0,98767.0,703000.0,59414.0,282000.0,-282000.0,117000.0,3897000.0,3789000.0,0
5,1405000,2449000,63000.0,1095000,3195000,11056000,,57000,,,186000,,120750.0,18859000,9440000,,352000.0,,,,,,,,15674000.0,,,,,,,,,,,725000,,,,,,,,,,0.23,0.22,313000.0,4000.0,1112000.0,,,102000.0,90000.0,166000.0,166000.0,187000.0,,,,3469000.0,,,7880000.0,1335000.0,463000.0,,148000.0,,,,,,,,,12000.0,-56000.0,,,1990000,288000.0,,3301000.0,2384000.0,8159000.0,5825000,4057000.0,2742000.0,648000.0,801000.0,915000.0,,,18859000,2743000,0.0,,,,4726000.0,2895000.0,180000.0,1842000.0,,200000.0,196000.0,192000.0,189000.0,93000.0,4295000,3497000,,-812000.0,,-442000.0,,1188000.0,872000.0,-296000.0,2.0,1631000.0,,,,53000,,,,,,0.0,0.0,,76000,,,,188000.0,24000.0,,8629000,5434000,35000.0,,,1366000.0,331000,23554000.0,2895000.0,1414000.0,6249000.0,,,4608.0,5.86,11007.0,4.64,,,0.0,,,0.0297,4469.0,,,143734.0,4.39,2667.0,70000.0,,,1177000.0,258750.0,3.84,4.0,,,143734.0,261067.0,631000.0,4.39,4.65,10877000.0,3333.0,77000.0,27407.0,220000.0,59414.0,,,48000.0,3900000.0,3789000.0,0
6,1257000,2646000,30000.0,1525000,3284000,11068000,112000.0,69000,,,169000,103000.0,60000.0,19135000,9829000,3395000.0,512000.0,-95000.0,,0.01,10000000.0,3789012.0,3789012.0,38000.0,3669000.0,,,,,,-63000.0,,,,,766000,,,392000.0,,,,,,183000.0,0.06,0.05,340000.0,4000.0,-1162000.0,,,51000.0,90000.0,166000.0,166000.0,187000.0,2897000.0,-6000.0,,735000.0,,,2004000.0,332000.0,119000.0,335000.0,23000.0,,,,,157000.0,-317000.0,,-606000.0,,,-55000.0,2000.0,1937000,57000.0,108000.0,3253000.0,2302000.0,8159000.0,6267000,3532000.0,2473000.0,668000.0,1174000.0,998000.0,1737000.0,,19135000,2993000,,,,6000000.0,5542000.0,2849000.0,181000.0,1842000.0,,200000.0,196000.0,192000.0,189000.0,47000.0,4050000,3527000,-619000.0,-44000.0,-230000.0,-75000.0,754000.0,1065000.0,872000.0,-57000.0,2.0,389000.0,,,,52000,,484000.0,230000.0,0.01,5000000.0,0.0,0.0,,95000,,,59000.0,187000.0,47000.0,13000.0,8659000,5375000,,69000.0,550000.0,342000.0,594000,5673000.0,2849000.0,538000.0,1615000.0,57000.0,,4608.0,5.86,,4.64,,,0.0,,,0.0297,5493.0,,,141634.0,4.28,1667.0,35000.0,,4.19,2320000.0,235750.0,4.28,4.0,,5.86,141634.0,260967.0,1268000.0,4.28,4.93,10877000.0,3433.0,77000.0,,,75681.0,374000.0,-92000.0,40000.0,3930000.0,3789000.0,0
7,825000,2631000,5000.0,1393000,3350000,11166000,,91000,,,165000,,45000.0,18707000,9533000,3395000.0,460000.0,,,0.01,10000000.0,3884012.0,3884012.0,39000.0,,,,,,,,,,,,752000,,,485000.0,,,,,,,,,287000.0,,1212000.0,,,136000.0,166000.0,166000.0,166000.0,166000.0,2897000.0,,,,,,,,,-335000.0,106000.0,,,,,,,,,-21000.0,,,,1886000,,,3669000.0,2434000.0,8159000.0,5940000,3655000.0,3077000.0,682000.0,1086000.0,1409000.0,1737000.0,,18707000,2404000,,,,6000000.0,4725000.0,2804000.0,181000.0,1638000.0,,204000.0,200000.0,196000.0,192000.0,142000.0,3554000,3513000,,-87000.0,,-92000.0,,774000.0,872000.0,,2.0,,,,,51000,,,,0.01,5000000.0,0.0,0.0,,61000,,,,163000.0,,,8645000,5295000,27000.0,,,,1059000,,2804000.0,,,,,3860.0,,11007.0,4.64,,,0.0,,,0.0297,5493.0,,,138300.0,4.29,,35000.0,,4.19,2320000.0,205500.0,4.28,4.62,,5.86,138300.0,255967.0,1286000.0,4.29,,10877000.0,13533.0,77000.0,,,130774.0,766000.0,-484000.0,,,,0
8,825000,2631000,5000.0,1393000,3350000,11166000,166000.0,91000,,,165000,154000.0,10000.0,18707000,9533000,,460000.0,-405000.0,,,,3884012.0,3884012.0,39000.0,7705000.0,,,,,,-108000.0,,,,,752000,,,485000.0,,,,,,272000.0,0.13,0.13,532000.0,,1212000.0,,,76000.0,166000.0,166000.0,166000.0,166000.0,,-6000.0,,1435000.0,1942000.0,,4101000.0,774000.0,283000.0,577000.0,106000.0,,,,,9000.0,-128000.0,,-176000.0,,,387000.0,21000.0,1886000,96000.0,138000.0,,2434000.0,7959000.0,5940000,,2395000.0,682000.0,,1409000.0,,,18707000,2404000,,,,6000000.0,5003000.0,2804000.0,,1638000.0,,204000.0,200000.0,196000.0,192000.0,94000.0,3554000,3513000,-863000.0,,-260000.0,,718000.0,,872000.0,-97000.0,2.0,871000.0,,,,51000,-1000.0,703000.0,260000.0,,,,,,61000,,,153000.0,163000.0,62000.0,-3000.0,8645000,5295000,,113000.0,750000.0,710000.0,1059000,11806000.0,2804000.0,1085000.0,3230000.0,69000.0,,3860.0,,11007.0,4.64,,,0.0,,,0.0297,,,,181804.0,4.54,,,,4.84,2210000.0,205500.0,,4.51,,6.71,181804.0,290304.0,1560000.0,4.54,,,16866.0,,,,158181000.0,985000.0,-703000.0,,3919000.0,3789000.0,0
9,825000,2631000,5000.0,1393000,3350000,11166000,,91000,,,165000,,,18707000,9533000,3395000.0,460000.0,,,0.01,10000000.0,3884012.0,3884012.0,39000.0,,,,,,,,,,,,752000,,,485000.0,,,,,,,,,465000.0,,1212000.0,,,,147000.0,147000.0,147000.0,147000.0,2897000.0,,,,,,,,,-577000.0,106000.0,,,,,,,,,-46000.0,,,,1886000,,,,2434000.0,8410000.0,5940000,,2395000.0,682000.0,,1409000.0,1737000.0,,18707000,2404000,,,,6000000.0,,2804000.0,181000.0,,,204000.0,200000.0,196000.0,192000.0,,3554000,3513000,,,,,,,213000.0,,2.0,,,,,51000,,703000.0,,0.01,5000000.0,,,,61000,,,,163000.0,-62000.0,,8645000,5295000,23000.0,,,,1059000,,2804000.0,,,,,,,11146.0,5.12,,,0.0,,,0.0297,,,,180704.0,4.54,,,,4.8,1199000.0,205500.0,4.28,5.11,,6.71,180704.0,287537.0,985000.0,4.54,,,663.0,59000.0,,,158181.0,985000.0,703000.0,,,,0
