,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedIncomeTaxesCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperation,BusinessAcquisitionCostOfAcquiredEntityCashPaid,BusinessAcquisitionCostOfAcquiredEntityEquityInterestsIssuedAndIssuable,BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,BusinessAcquisitionPercentageOfVotingInterestsAcquired,BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessAcquisitionsProFormaRevenue,BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,CapitalizedComputerSoftwareGross,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,ConvertibleNotesPayable,CostOfRevenue,CostsAndExpenses,CurrentFederalTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPayment,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsLiabilitiesNetNoncurrent,DeferredTaxAssetsNet,DeferredTaxAssetsNetCurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,DeferredTaxAssetsValuationAllowance,DeferredTaxAssetsValuationAllowanceCurrent,DeferredTaxLiabilities,DeferredTaxLiabilitiesNoncurrent,DeferredTaxLiabilitiesPropertyPlantAndEquipment,Depreciation,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,DisposalGroupIncludingDiscontinuedOperationCash,DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,Dividends,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationNondeductibleExpense,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,EquityMethodInvestmentOwnershipPercentage,FurnitureAndFixturesGross,GainLossOnDispositionOfAssets1,GainLossOnInvestments,GainLossOnSaleOfBusiness,GainLossOnSaleOfOtherAssets,GainLossOnSaleOfPropertyPlantEquipment,GainOrLossOnSaleOfStockInSubsidiary,GeneralAndAdministrativeExpense,Goodwill,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromContinuingOperationsPerDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxesReceivable,IncomeTaxReceivable,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationOtherReconcilingItems,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredIncomeTaxes,IncreaseDecreaseInDueToAffiliates,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInIncomeTaxesReceivable,IncreaseDecreaseInOtherDeferredLiability,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InterestAndDebtExpense,InterestExpense,InterestPaid,InterestPayableCurrentAndNoncurrent,LeaseholdImprovementsGross,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LineOfCredit,LineOfCreditFacilityAmountOutstanding,LineOfCreditFacilityCurrentBorrowingCapacity,LineOfCreditFacilityFairValueOfAmountOutstanding,LineOfCreditFacilityInterestRateDuringPeriod,LineOfCreditFacilityMaximumBorrowingCapacity,LineOfCreditFacilityRemainingBorrowingCapacity,LinesOfCreditCurrent,LoansPayableCurrent,LongTermDebtCurrent,LongTermNotesPayable,MachineryAndEquipmentGross,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLossCarryforwards,OtherAssets,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,PaymentOfFinancingAndStockIssuanceCosts,PaymentsForProceedsFromOtherInvestingActivities,PaymentsForProceedsFromPreviousAcquisition,PaymentsOfDividends,PaymentsToAcquireBusinessesGross,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireInterestInSubsidiariesAndAffiliates,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfConvertiblePreferredStock,ProceedsFromIssuanceOfDebt,ProceedsFromLinesOfCredit,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRepaymentsOfLinesOfCredit,ProceedsFromSaleOfOtherAssets,ProceedsFromSaleOfOtherAssets1,ProceedsFromSaleOfProductiveAssets,ProceedsFromSaleOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,ReorganizationValue,ReorganizationValueNetRealizableValueOfAssetDispositions,RepaymentsOfDebt,RepaymentsOfNotesPayable,RetainedEarningsAccumulatedDeficit,Revenues,SalesRevenueNet,SegmentReportingInformationNetAssets,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardPerShareWeightedAveragePriceOfSharesPurchased,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedOptionsForfeitedNumberOfShares,SharePrice,StockholdersEquity,StockholdersEquityPeriodIncreaseDecrease,StockIssued1,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesRestrictedStockAwardGross,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensationForfeited,StockIssuedDuringPeriodValueShareBasedCompensationGross,StockRepurchasedAndRetiredDuringPeriodShares,TreasuryStockShares,ValuationAllowanceAmount,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic,y
0,198532,1461071.0,455000.0,1666319.0,459737.0,-394.0,0.0,243000.0,2993.0,0.0,388227.0,577000.0,3868207.0,3632744.0,2019441.0,421000.0,1500000.0,1921188.0,1.0,2705348.0,1921188.0,47653.0,619806.0,0.0,784160.0,1175000.0,289320.0,16152539.0,1500000.0,51898.0,329376.0,1193.0,0.0,500000000.0,629367.0,29411765.0,294.0,29411765.0,0.0,0.0,0.0,0.0,22493029.0,15863219.0,568941.0,95000.0,40943.0,1861240.0,103649.0,0.12,575000.0,103.0,0.0458,0.0448,35883.0,0.0,29000.0,694000.0,665000.0,0.0,130000.0,83000.0,564000.0,45000.0,130000.0,0.0,564000.0,29000.0,43000.0,29000.0,114786.0,1445792.0,0.0,0.01,0.01,0.0,2540335.0,2117894.0,602136.0,2631507.0,105294.0,-0.09,0.0,-0.09,0.38,0.34,1.0,0.03,0.04,1119501.0,276300.0,0.05,25035.0,0.0,0.0,0.0,0.0,0.0,0.0,33330.0,0.0,1488524.0,-1013072.0,-33330.0,-0.02,-0.01,0.0,669580.0,669580.0,-1009513.0,40811.0,0.0,1298095.0,0.0,0.0,-139821.0,0.0,-26989.0,-215463.0,-1781928.0,568796.0,1332.0,9000.0,1325479.0,1369344.0,33191.0,322106.0,0.0,-761426.0,0.0,2540.0,2749.0,2087.0,218258.0,10000.0,4560395.0,3868207.0,4517395.0,0.0,0.0,816613.0,247343.0,0.065,1000000.0,367000.0,0.0,10000.0,21037.0,20000.0,0.0,-637797.0,2596.0,1193.0,-33330.0,-2540.0,185135.0,0.0,29956.0,168250.0,33330.0,-3616717.0,704000.0,132000.0,176000.0,132000.0,132000.0,132000.0,0.0,5690000.0,0.0,200.0,200.0,0.0,-2596.0,0.0,602136.0,421000.0,0.0,0.0,0.0,0.0,100000000.0,545218.0,54000.0,2906347.0,351121.0,0.0,20000.0,10000.0,0.0,0.0,90384.0,94094.0,0.0,650895.0,235463.0,235000.0,61052.88,5000000.0,3000000.0,35661.0,0.0,-692188.0,23981553.0,9228996.0,12582000.0,1895853.0,0.0,28477806.0,0.09,3070000.0,5657819.0,0.12,2519692.0,441381.0,177952.0,4000000.0,28477806.0,400000.0,105736.0,2906347.0,2906347.0,0.0,17000.0,17000.0,10009987.0,0.0,0.0,1371000.0,29411765.0,29411765.0,0
1,201085,4402230.0,,1266.0,,1271111.0,2000000.0,,,,,577000.0,989.0,989.0,,,,,,2705348.0,,47653.0,619806.0,862889.0,784160.0,1175000.0,911565.0,25922801.0,,,1193.0,-3955.0,0.0,1400000000.0,188810000.0,629367.0,1889.0,,,,,,5397166.0,24471426.0,,,,1861240.0,103649.0,0.12,,103.0,0.0445,,,-115000.0,0.0,2294000.0,2294000.0,45111.0,,130000.0,1935000.0,,,,1935000.0,,29000.0,0.0,26383.0,1445792.0,0.0,0.05,0.02,0.02,,,,122559.0,90305.0,-0.01,,-0.01,,,1.0,,,932918.0,,,,-12845.0,,,,,,12072.0,,321340.0,-262408.0,-12072.0,-0.05,-0.02,-0.02,537180.0,537180.0,1600.0,,-1473095.0,0.0,0.0,0.0,-1402000.0,255000.0,,3292667.0,1825034.0,,-80.0,63000.0,1300312.0,-2160202.0,53257.0,-1606000.0,0.0,286181.0,500282.0,1153.0,1153.0,2087.0,,,173781.0,989.0,153781.0,500000.0,132900.0,,346362.0,0.065,,381405.0,,,,20000.0,,351121.0,0.0,-3955.0,-12072.0,-579443.0,161135.0,,29956.0,156250.0,12072.0,-338387.0,,,,,,,,,,-953.0,0.0,0.0,0.0,,,,0.0,,246.0,0.0,100000000.0,875327.0,54000.0,,93422.0,,20000.0,,2073482.0,,90384.0,,,,191158.0,145563.0,,5000000.0,3000000.0,21037.0,0.0,385206.0,5718506.0,3908709.0,3014000.0,4491027.0,0.0,,0.17,,,,-692188.0,,0.0,,28477806.0,,,,1070452.0,,,,,751667.0,,,39307554.0,39307554.0,0
2,201085,4402230.0,,41543.0,757134.0,1510294.0,,,73517.0,213584.0,388227.0,,877.0,877.0,,,,,,,,,,,,,47528.0,2946412.0,,1651937.0,245360.0,-232560.0,0.0,1400000000.0,2055789.0,495287619.0,2699.0,,1283126.0,0.0,0.0,0.0,7040688.0,0.0,-139821.0,0.0,,,103649.0,,,,,0.0019,,-228952.0,,,,45111.0,101000.0,130000.0,,,130000.0,0.0,,29000.0,29000.0,,75380.0,1784908.0,0.0,,0.02,0.0,,,,120082.0,,0.02,-0.09,0.02,0.19,0.34,,0.03,0.0,,,,33729.0,,,,43192.0,,398000.0,23701.0,,1342153.0,-842443.0,-23701.0,,-0.04,-0.01,321903.0,321903.0,800.0,,,0.0,0.0,,,,,-111021.0,2260633.0,-631389.0,708026.0,,,-1134442.0,50479.0,,,208796.0,,1153.0,12057.0,2087.0,244358.0,,223594.0,877.0,203594.0,,,148690.0,,,,367000.0,,,,20000.0,145378.0,93422.0,,-583681.0,-23701.0,-1099.0,144000.0,,38969.0,168250.0,23701.0,759567.0,572000.0,132000.0,,176000.0,132000.0,132000.0,0.0,,942227.0,-11013.0,-11013.0,177952.0,754990.0,-50166.0,,,,421188.0,,0.0,100000000.0,875327.0,0.0,,,,,,0.0,94094.0,0.0,,,2188875.0,191158.0,189744.0,,,,,21037.0,385206.0,8382841.0,12454417.0,,6666469.0,,,0.09,,,,,,,,,,,,,,,,,,0.0,,,,0
3,201085,4402230.0,455000.0,2939184.0,506797.0,2905825.0,,,56802.0,,692664.0,,823.0,8155437.0,,,,,,,,,,,,,-264250.0,17329764.0,,461406.0,,823.0,,,39307554.0,,393.0,,1283126.0,,,,6700449.0,3308348.0,,,,,,,575000.0,,,0.0448,,,,,,0.0,359000.0,130000.0,,,314000.0,,,,29000.0,,,,0.0,,,,,,,1430773.0,,0.02,-0.03,0.02,0.25,0.34,,,,,,,31989.0,,,348001.0,-43192.0,,0.0,1242313.0,,2174593.0,-572784.0,420227.0,,-0.01,,0.0,0.0,,,300000.0,115224.0,,,,,,,,-10661.0,64642.0,,,,,,0.0,,,3543.0,,,268198.0,,5055042.0,8346595.0,5026042.0,,,,,,,351310.0,2462482.0,,,,33541.0,,,-83177.0,265724.0,34279.0,96000.0,180423.0,,,1202766.0,986329.0,,,,,,,,,257437.0,,0.0,,,0.0,,,,,668600.0,,10000000.0,875327.0,,,,,,,-649492.0,0.0,,,,877013.0,191158.0,0.0,,,,,,385206.0,8875042.0,0.0,,1420911.0,,,,,,,-222717.0,,,,,,,,,,,,,,,,,,0
4,201085,4402230.0,,,,,,,,,,,8346595.0,,,,,,,,,,,,,,-480694.0,25410018.0,,,,380178.0,,500000000.0,,39307554.0,,,1283126.0,,,597000.0,-6700449.0,,,,,,,,233135.0,,,,,,,,,,,130000.0,,,,,,,29000.0,,,,,,0.0,,,,,,,,-0.01,,0.37,,,,,,,,,,,,0.0,,,130892.0,,,-1383670.0,-289118.0,,-0.03,,0.0,0.0,,,,115224.0,,,,,,,,-188522.0,1161172.0,0.0,,,,,,,,12057.0,,,,,,,,,,,,,,252657.0,2188305.0,,,,,10000.0,,335151.0,-289918.0,-71774.0,96000.0,169808.0,,,335241.0,,,,,,,,,,178127.0,0.0,45162.0,,,,,,371022.0,,,,,875327.0,,,0.0,2234553.0,,,,,,,,,191158.0,,,,,,199894.0,385206.0,,,,2616977.0,883752.0,,,,,,-268916.0,,,,,,,,,,,,,,,,,,0
5,935960,5441090.0,0.0,,,,,,,373170.0,,,8346595.0,,,,,,,,,,,,,,361226.0,3669574.0,,,245360.0,380205.0,,,,,,,,0.0,1283126.0,597000.0,25413044.0,,,,,,,,,,,,,,,,,,,130000.0,,,,,,,29000.0,,89987.0,,,,,,,,,,,0.04,,0.01,,,,,,,,,,,,398000.0,,,,30917.0,,5471261.0,-1561140.0,-37016.0,,,,0.0,0.0,377956.0,,,,,,,,,720066.0,419055.0,-151505.0,,,,-1354423.0,,,,78177.0,,,5481.0,,,,,,,,,,,,,,,,,,,,,335178.0,-37016.0,316416.0,,,,,,1707056.0,,,,,,,,,,,,,,,,,,,,,,991875.0,,,,,,,,,,,,,1875527.0,,,,,,0.0,465569.0,30884305.0,,,1541221.0,186585.0,,,,,,,,,,,,,,,,,,,,,,122380053.0,29438877.0,0
6,192879,4854660.0,0.0,2939184.0,,2905825.0,,,,559755.0,,,,8155437.0,,,,,,,,,,,,,-343492.0,36043835.0,,,,-166.0,,,39307554.0,,393.0,,1283126.0,0.0,1283126.0,597000.0,,,,,,,,,422529.0,,,,,,,,,,,130000.0,,,,,,,29000.0,,,,,,,,,,,1430773.0,,,,,,,,,,,,,,,,,,,,1034516.0,,,-177469.0,-1783308.0,,,,,,,,194414.0,115224.0,,,,,,,,-151506.0,63375.0,,,,,540802.0,,,,3076.0,,,,,5055042.0,8346595.0,5026042.0,,,,,,,,,,,,,,-988202.0,-10166.0,-1784908.0,388190.0,,,,,,,,,,,,,,,,,0.0,,,,,,942227.0,,891514.0,,,985450.0,,,3481697.0,0.0,,,-585839.0,,,,,,1788578.0,,,,,,223894.0,120955.0,,,,1991056.0,373170.0,,,,,,,,,,,,,,,,,,,,,,,,0
7,765536,4888177.0,13386.0,2939184.0,,2905825.0,,,,,,,,8155437.0,,,,,,,,,,,,,,,,,989.0,2502520.0,0.0,500000000.0,39307554.0,39307554.0,393.0,,,0.0,1283126.0,,,,,,,,,,34308.0,,,,,,,,,,,130000.0,,,,,,,29000.0,,219610.0,,,,,,,,,1430773.0,,,,,,,,,,,,,,,,,,,,2430577.0,,,,1396496.0,,,,,,154503.0,,,0.0,,,,,,-23016.0,-167376.0,,1272865.0,,,-1375741.0,,,,71931.0,,10904.0,72456.0,,,,5055042.0,8346595.0,5026042.0,,,,,,,,2623552.0,,,,,,,-340720.0,864037.0,275953.0,,233135.0,,,,,,,,,,,,,,45162.0,682.0,,,,,,421188.0,,,0.0,100000000.0,602457.0,,,0.0,,,,,,,,,,1556219.0,,,,,,,-95488.0,,,,4293477.0,559755.0,,,,,,3291553.0,,,,,,,,,,,,,,,,,,0
8,765535,5193887.0,,,,,,,,,,,,,,,,,,,,,,,,,128917.0,36349545.0,,,989.0,,,500000000.0,45680709.0,39307554.0,,,1283126.0,0.0,1283126.0,,,,,,,,,,223349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-398000.0,,,,,,,,,,,,,,663941.0,,,0.0,,,,,,,,,,0.0,,,,631389.0,,,,,,,,,,,,,,,,,,,2623552.0,,,,,1884203.0,-1159491.0,,,66153.0,,233135.0,,,,,,,,,,,,,,-71774.0,,,,,,,0.0,,,,,762104.0,,,,,,,-1908593.0,,,,,,,0.0,,,,,303441.0,188788.0,,,,5518804.0,699670.0,,,,,,,,,,,,,,,,,,,,,,,,0
9,765537,,175000.0,3137364.0,,3519345.0,,,,,,,8346595.0,9408817.0,,,,,,,,,,,,,,,,,12800.0,,0.0,,48053855.0,,457.0,,1283126.0,223349.0,1283126.0,,7109381.0,,,,,,,,223349.0,,,,,,,,,,,,,,,,,,,,377004.0,,,,,,,,,126612.0,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,1956807.0,,,,,,,,,,,125884.0,,,,,,553723.0,-132756.0,,,,,-1290574.0,,0.0,,-175449.0,,,89086.0,,,,8596261.0,12581761.0,7067261.0,,,,,,,,2623552.0,,,,,,,,,3707.0,,233135.0,,,,60954.0,,,,,,,,,,-66349.0,,,,,,,0.0,,1742065.0,0.0,100000000.0,,,,,,,,-566269.0,,,,,,,0.0,,,,,,,9066188.0,,,1676500.0,45000.0,,,,,,,,,,,,,,,,,,,,,,137930549.0,45680709.0,0
