,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AccretionExpense,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AllowanceForLoanAndLeaseLossesWriteOffs,AmortizationOfFinancingCosts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AvailableForSaleSecurities,AvailableForSaleSecuritiesCurrent,AvailableForSaleSecuritiesGrossRealizedGainLossNet,AvailableForSaleSecuritiesGrossUnrealizedLoss,AvailableForSaleSecuritiesNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsAndShortTermInvestments,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ContractualObligation,ContractualObligationDueAfterFifthYear,ContractualObligationDueInNextTwelveMonths,ContractualObligationDueInSecondYear,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityNoncurrent,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,CostOfRevenue,DebtConversionOriginalDebtAmount1,DebtInstrumentCarryingAmount,DeferredCompensationLiabilityClassifiedNoncurrent,DeferredFinanceCostsNet,DeferredFinanceCostsNoncurrentNet,DeferredRevenueCurrent,DepreciationDepletionAndAmortization,DerivativeLiabilitiesNoncurrent,DueFromRelatedPartiesNoncurrent,EarningsPerShareBasicAndDiluted,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,GainLossOnSaleOfPropertyPlantEquipment,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeTaxCreditsAndAdjustments,IncomeTaxExaminationPenaltiesAndInterestExpense,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInSecurityDeposits,InducedConversionOfConvertibleDebtExpense,InterestExpense,InterestExpenseDebt,InterestExpenseShortTermBorrowings,InterestPaid,InterestPaidNet,InterestPayableCurrent,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InventoryWorkInProcess,InvestmentIncomeInterest,InvestmentIncomeNet,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilityForUncertainTaxPositionsCurrent,LinesOfCreditCurrent,LongTermDebt,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtNoncurrent,LongTermLineOfCredit,MinorityInterestDecreaseFromRedemptions,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherLiabilitiesNoncurrent,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,PaidInKindInterest,PaymentsForProceedsFromInvestments,PaymentsOfFinancingCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquireAvailableForSaleSecurities,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToFundLongtermLoansToRelatedParties,PreferredStockSharesAuthorized,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromCollectionOfNotesReceivable,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromDebtNetOfIssuanceCosts,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOfWarrants,ProceedsFromNotesPayable,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProfitLoss,PropertyPlantAndEquipmentNet,PurchaseObligation,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,ResearchAndDevelopmentInProcess,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SalesReturnsGoods,SalesRevenueNet,SecurityDeposit,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,SharePrice,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSpinoffTransaction,StockholdersEquityNoteStockSplitConversionRatio,StockholdersEquityNoteStockSplitConversionRatio1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueStockOptionsExercised,TaxCreditCarryforwardAmount,UnrealizedGainLossOnDerivatives,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,y
0,2961333,0.0,160576.0,0.0,2051057,45000.0,51037984,380000.0,73000.0,0.0,-21706000.0,-366218.0,712000.0,0.0,0.0,411000.0,18510063.0,4400961,2705100,20160576.0,16149789.0,0.0,0.0,4010787.0,216007.0,6936561.0,21116000.0,728469.0,0.0001,100000000.0,92188164.0,46094082.0,4610.0,28192000.0,114000.0,21883000.0,3597000.0,0.0,0.0,0.0,187664000.0,0.0,0.0,100000000.0,193000.0,6707000.0,12336000.0,0.0,1976.0,3487000.0,1674087.0,-0.22,21706000.0,-2321.0,4467289.0,0.0,-8125100.0,-187364000.0,-8135466.0,-71821.0,-71821.0,0.0,0.0,0.0,6289.0,-351501.0,0.0,1927000.0,0.0,2500000.0,0.0,0.0,1061630.0,-9625.0,0.0,12000.0,2500000.0,11877.0,0.0,0.0,2500000.0,0.0,0.0,5347000.0,293000.0,17000.0,74923.0,8500349,4400961,5012390,0.0,0.0,275000000.0,0.0,15000000.0,0.0,0.0,30000000.0,0.0,98660000.0,1622000.0,-4104000.0,15710098.0,89230000.0,-282219.0,-64729000.0,-8491318.0,-28605000.0,-16.0,74923.0,61189000.0,-8200023.0,4640000.0,1100000.0,1653000.0,570000.0,239000.0,284000000.0,0.0,494000.0,1301000.0,0.0,12000000.0,12747000.0,260002.0,20000000.0,155326.0,12195.0,-133000.0,20000000.0,0.0,0.0,997584,455000.0,8893.0,200000000.0,0.0,7179000.0,18100.0,1000000.0,500000.0,-282219.0,-3566000.0,415309.0,-16.0,7749,21300000.0,3732734.0,28156502.0,-55141982,7420000.0,0.0,2000000.0,0.0,14025.0,11681000.0,1054562.0,2159500.0,4.57,20000.0,20084.0,-1740000.0,0.5,0.5,79000.0,10000000.0,248387.0,27278861.0,22213000.0,18000.0,2000.0,18100.0,1500.0,105000.0,0.0,110937.0,36640663.0,44875356.0,36640663.0,0
1,2961333,0.0,160000.0,0.0,2051057,47000.0,51033374,380000.0,73000.0,0.0,,2619998.0,296558.0,0.0,0.0,,86522903.0,4400961,2705100,20123315.0,20123315.0,,0.0,,7152000.0,-5826693.0,,728469.0,0.0001,,94917057.0,92188164.0,9220.0,54894000.0,1653000.0,49991000.0,3909000.0,5000000.0,11236000.0,17834000.0,187664000.0,0.0,0.0,100000000.0,193000.0,6466000.0,12336000.0,0.0,988.0,3487959.0,1674087.0,-0.9,,-2000.0,2617302.0,0.0,-11517147.0,-48871000.0,-5786561.0,-71821.0,-71821.0,0.0,0.0,0.0,900.0,1244640.0,0.0,16236000.0,0.0,,0.0,0.0,-848825.0,-14025.0,0.0,11877.0,,,7416000.0,3238000.0,2500000.0,0.0,5640000.0,5347000.0,293000.0,16000.0,60964.0,8500349,4400961,5012390,0.0,101739000.0,206700000.0,,11925000.0,0.0,0.0,23850000.0,0.0,0.0,1622000.0,-352000.0,230000.0,89230000.0,-393085.0,-50885000.0,-5663608.0,-38697000.0,,195072.0,135443000.0,-8196430.0,6936000.0,2061000.0,1528000.0,1038000.0,300000.0,384300000.0,0.0,494479.0,-29000.0,0.0,-8000000.0,,25000.0,,155326.0,12195.0,278000.0,20000000.0,0.0,0.0,997584,,8893.0,,0.0,2000.0,18100.0,,,-393085.0,105000.0,,-20202.0,7749,,5579128.0,28156502.0,-55141982,5008000.0,0.0,,,14025.0,7963000.0,377405.0,,,20000.0,-118.0,-1740000.0,,,,10000000.0,,27278861.0,40989000.0,18000.0,2000.0,18100.0,1500.0,119000.0,0.0,,88442851.0,46167416.0,88442851.0,0
2,2961333,0.0,,106000.0,2051057,,51033374,380000.0,73000.0,0.0,,3767000.0,149098.0,0.0,0.0,,86880818.0,4400961,2705100,,20086000.0,0.0,0.0,,7152568.0,-6579348.0,,728469.0,0.0001,100000000.0,54279906.0,92188164.0,9220.0,366653000.0,1528000.0,82250000.0,51433000.0,,,,187664000.0,0.0,22213000.0,,,,12336000.0,0.0,1482.0,3487959.0,1674087.0,-0.07,,,1419019.0,0.0,-3381681.0,-99205000.0,-63328950.0,,-71821.0,0.0,0.0,0.0,19071.0,1695742.0,0.0,,0.0,,,0.0,-477470.0,-14025.0,0.0,11877.0,7139000.0,,7416000.0,,2500000.0,3235000.0,5640000.0,4213000.0,5597000.0,14000.0,27724.0,8500349,4400961,5012390,,,28665000.0,,1755000.0,,,26910000.0,95977000.0,,1622000.0,5714000.0,2859870.0,89230000.0,-542069.0,-30885000.0,-8897149.0,-52631000.0,-16.0,134108.0,74254000.0,-5814285.0,5896000.0,3303000.0,0.0,1065000.0,301000.0,520000000.0,460000.0,494479.0,,0.0,,,294130.0,,155326.0,12195.0,395000.0,20000000.0,0.0,0.0,997584,,8893.0,,0.0,5461242.0,3224000.0,,,-542069.0,,,-20043.0,7749,,4395266.0,28156502.0,-55141982,31945000.0,0.0,,0.0,14025.0,2506000.0,556241.0,,,20000.0,-11268.0,-1740000.0,,,26272.0,,,27278861.0,40989000.0,18000.0,2000.0,,1500.0,119000.0,,297000.0,88462128.0,46406472.0,88462128.0,0
3,2627657,0.0,123315.0,,2193099,103000.0,53376493,380000.0,73000.0,0.0,,3767054.0,307284.0,0.0,0.0,,79454663.0,2764402,1365143,,20086000.0,,0.0,,7152568.0,-5445000.0,,938469.0,0.0001,200000000.0,66621832.0,94168578.0,9418.0,327642000.0,0.0,107555000.0,45325000.0,,,,200000000.0,,,,,,12336000.0,4260000.0,2000.0,3487959.0,1378473.0,-0.13,,-2321.0,3837729.0,,-15221000.0,-33410000.0,-8258789.0,,-71821.0,0.0,0.0,0.0,31000.0,3286000.0,0.0,,4260000.0,3750000.0,5640000.0,4007000.0,-64000.0,-14025.0,,,3388000.0,,,,2500000.0,3728000.0,5640000.0,5754000.0,7732000.0,11000.0,84135.0,12779262,2764402,4820756,0.0,,,,0.0,,,0.0,98660000.0,,1622000.0,2505000.0,6711000.0,21997000.0,-702000.0,427000.0,-11454000.0,-19919000.0,-16.0,900000.0,186429000.0,-11712219.0,,,,,575000.0,733600000.0,433000.0,494479.0,,0.0,64000000.0,0.0,468000.0,20000000.0,155326.0,12195.0,1114000.0,20000000.0,0.0,0.0,861399,455000.0,8893.0,0.0,95140000.0,2000.0,,,,-702000.0,,415309.0,-31755180.0,6761,,7874490.0,28156502.0,-63400771,11105000.0,0.0,,,14025.0,11004000.0,712000.0,,,20000.0,-1155792.0,-1740000.0,,,,,,27278861.0,,18000.0,2000.0,,1500.0,119000.0,,296784.0,89002114.0,46642901.0,89002114.0,0
4,4469879,6319000.0,123000.0,,2330856,,55415806,,,0.0,,698444.0,10728.0,0.0,0.0,,75965718.0,2103250,655777,,20086000.0,0.0,0.0,,7152568.0,-5445052.0,,938469.0,0.0001,200000000.0,66621832.0,94917057.0,9493.0,180465000.0,,137762000.0,41175000.0,,,,200000000.0,0.0,40989000.0,,,,11719000.0,1498000.0,1976.0,,1427181.0,-0.04,,-2000.0,1220427.0,0.0,-15221441.0,,-4556509.0,,-72000.0,,0.0,0.0,31315.0,3285658.0,0.0,,,,,,-64046.0,-14025.0,0.0,,9885000.0,,,,,3728000.0,5640000.0,5754000.0,7732000.0,,23171.0,10661573,2103250,6800735,,,,,0.0,,,0.0,98660000.0,,,-16930000.0,6710870.0,22181000.0,-701535.0,398000.0,-11454387.0,-39509000.0,-16.0,899825.0,50986000.0,-3515789.0,,,,,,,433000.0,856977.0,,0.0,50000000.0,,468130.0,,155326.0,12195.0,1764000.0,20000000.0,0.0,0.0,588407,,8893.0,0.0,,8040464.0,,,,-701535.0,119000.0,,-8125100.0,6267,,2295362.0,28156502.0,-63983622,,,,0.0,14025.0,,712158.0,,,,7483768.0,,,,26272.0,,,,,,,18100.0,18271.0,,,-339000.0,90102405.0,46642901.0,90102405.0,0
5,1416000,1782000.0,,,1331000,223000.0,79401000,,,0.0,,1278472.0,822000.0,0.0,0.0,617000.0,,15870000,14308000,,20086000.0,0.0,,,1325875.0,-768816.0,,938469.0,0.0001,200000000.0,66621832.0,54279906.0,6000.0,,,,,,,,200000000.0,,,,,,9820000.0,1927000.0,494.0,,1542000.0,-0.34,,,6562000.0,,-3702280.0,,,,-72000.0,,,,5910.0,-64031.0,6319000.0,,1498000.0,-277000.0,11574000.0,6213000.0,-263929.0,-19511.0,,11877.0,2747000.0,,13379000.0,,6250000.0,3728000.0,,5754000.0,7732000.0,,109000.0,6072000,15870000,2747000,0.0,,,,,,,,98660000.0,,,,2115000.0,,120020.0,,-3003836.0,,-20000.0,-327000.0,43537000.0,-16121000.0,,,,,617000.0,,433000.0,362000.0,,765000.0,30000000.0,0.0,185000.0,,155326.0,12195.0,,,,0.0,1063000,455000.0,8893.0,,95140000.0,2000.0,3224000.0,,,120020.0,,,-8135466.0,6000,,9559000.0,28156502.0,-69609000,,,,,14000.0,4606000.0,147460.0,,,,-4099388.0,,,,26272.0,,,,82274000.0,,,18100.0,18271.0,119000.0,,-338715.0,44875356.0,46708403.0,44875356.0,0
6,1415617,5036000.0,86000.0,,1331382,,79401015,379883.0,73088.0,0.0,,32449100.0,,0.0,,,76809137.0,15869539,14308285,,,0.0,,,573220.0,503744.0,,1469676.0,,200000000.0,66621832.0,54279906.0,5429.0,,,,,,,,167967000.0,0.0,40989000.0,,,,8276000.0,0.0,6162.0,5139000.0,1541456.0,,,-2000.0,6562658.0,0.0,-8258789.0,,,,-72000.0,,,0.0,41842.0,4097713.0,,,,,,,861399.0,-6000.0,0.0,,,,,,2222000.0,3728000.0,9647000.0,5754000.0,7732000.0,,108562.0,6072113,15869539,2746999,,,,,,,,,98965000.0,,,-5361000.0,30882804.0,24921000.0,-1545994.0,30351000.0,-28833066.0,-60633000.0,-20000.0,-326528.0,80996000.0,-16121266.0,,,,,651000.0,,433000.0,,,,50000000.0,0.0,1196840.0,20000000.0,155000.0,42000.0,3731000.0,20000000.0,0.0,0.0,1063402,,9000.0,,0.0,34369000.0,,,,-1378473.0,,415309.0,-5786561.0,5773,,9558608.0,1000000.0,-69609018,,0.0,,,,4606000.0,2443161.0,,,20084.0,-10014860.0,,,,,,,,82274000.0,3025000.0,1500.0,89845000.0,18271.0,,,-338715.0,46167416.0,47308946.0,46167416.0,0
7,1415617,6491000.0,,,1331382,386000.0,79401015,379883.0,73088.0,0.0,,-840133.0,438000.0,,,2516000.0,,15869539,14308285,,12049000.0,,,,1707000.0,-1203772.0,,1469676.0,,100000000.0,,54279906.0,5429.0,,,,,,,,150735000.0,1805000.0,,,,,7769000.0,0.0,988.0,5139347.0,1541456.0,-0.08,,,1897000.0,-1707000.0,-4556509.0,,,,-72000.0,,,1133000.0,8021.0,-191634.0,1782000.0,,1927000.0,2470000.0,,7405000.0,-136185.0,-5486.0,,,,,,,4969000.0,4424000.0,11853000.0,5369000.0,6382000.0,,24000.0,6072113,15869539,2746999,0.0,,,,,,,,100327000.0,,,,5480931.0,,295614.0,,-6980317.0,,-20000.0,-1004185.0,37459000.0,-3375000.0,,,,,,,406000.0,362498.0,,3212000.0,-30000000.0,0.0,395620.0,,155000.0,28000.0,270000.0,20000000.0,0.0,,1063402,455000.0,,,,,3224000.0,,,295614.0,119000.0,415000.0,-15221441.0,5773,,1478000.0,,-69609018,,,,0.0,,12000000.0,296558.0,,,20084.0,,,,,,,,,82274000.0,3025000.0,1500.0,89845000.0,18271.0,36000.0,,-338715.0,92812943.0,47308946.0,92812943.0,0
8,1415617,6491000.0,,,1331382,,79401015,379883.0,73088.0,0.0,,,3760947.0,,,,51415221.0,15869539,14308285,,83988000.0,0.0,,,,,,1469676.0,0.0001,100000000.0,73779680.0,54279906.0,5429.0,,,,,,,,151241000.0,1636000.0,,,,,3617000.0,5000000.0,,5139347.0,1541456.0,-0.08,,,1897626.0,-1538000.0,-63911801.0,,,,-72000.0,,,,,,,,5000000.0,,,,,-19511.0,25615000.0,11877.0,,,2969000.0,,1988000.0,4742000.0,13045000.0,9127000.0,3740000.0,,24064.0,6072113,15869539,2746999,,,,,,,,,,,,128340000.0,,217122000.0,,282000.0,,-89064000.0,-20000.0,-678000.0,117787000.0,-3375752.0,,,,,,,379000.0,,,2451000.0,,0.0,,,155000.0,,,20000000.0,0.0,,1063402,,,,,2000.0,,,,,,,-63400771.0,5773,,1478126.0,29157000.0,-69609018,,,,,14025.0,7394000.0,,,,20084.0,,,,,,,,,137941000.0,3025000.0,18000.0,89845000.0,341295.0,36000.0,,-739591.0,93285801.0,47598240.0,93285801.0,0
9,1415617,6491000.0,,,1331382,429000.0,79401015,379883.0,73088.0,,,26525015.0,792000.0,,,1899000.0,,15869539,14308285,,70041000.0,,,,1707516.0,67370.0,,1510134.0,,100000000.0,73779680.0,,5429.0,,,,,,,,151241000.0,1626000.0,82274000.0,,,,,5000000.0,6656.0,7959000.0,1541456.0,-0.18,,,16321028.0,-1528000.0,-8841640.0,,,,-72000.0,,,,48836.0,6077692.0,5036000.0,,5000000.0,-512000.0,,-1039000.0,588407.0,-6000.0,,,,,,,1988000.0,3543000.0,17214000.0,14972000.0,3015000.0,,232545.0,6072113,15869539,2746999,,,,,,,,,,,,-67752000.0,33196594.0,5405000.0,-1594702.0,-50008000.0,-31534522.0,-23149000.0,,-677657.0,36791000.0,-63304506.0,,,,,909000.0,,352000.0,856977.0,,3386000.0,0.0,,1462272.0,,155000.0,,3576000.0,20000000.0,0.0,0.0,1063402,,,,,45000000.0,3224000.0,,,-1427181.0,,,-8258789.0,5773,,18826976.0,,-69609018,,,,,14025.0,7394000.0,2453887.0,,,20084.0,,,,,,,,,,3025000.0,18000.0,,92663.0,36000.0,,-1036375.0,93416805.0,,93416805.0,0
