,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AllowanceForDoubtfulAccountsReceivable,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsFairValueDisclosure,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsFairValueDisclosure,CashAndCashEquivalentsPeriodIncreaseDecrease,CashFDICInsuredAmount,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConvertibleDebtFairValueDisclosures,CostOfRevenue,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionOriginalDebtAmount1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentUnamortizedDiscount,DeferredCompensationArrangementWithIndividualCompensationExpense,DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,DeferredCompensationEquity,DeferredFederalIncomeTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredRentCredit,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DividendsPayableCurrent,DividendsPayableCurrentAndNoncurrent,DividendsPreferredStock,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,FairValueAdjustmentOfWarrants,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInOtherComprehensiveIncome,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchasesSalesIssuancesSettlements,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySales,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityTransfersNet,FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainLossOnDispositionOfAssets,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,Goodwill,GrossProfit,ImpairmentOfIntangibleAssetsExcludingGoodwill,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInInventories,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInSecurityDeposits,IncrementalCommonSharesAttributableToCallOptionsAndWarrants,IncrementalCommonSharesAttributableToConversionOfDebtSecurities,IncrementalCommonSharesAttributableToConversionOfPreferredStock,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseOther,InterestPaidNet,InventoryNet,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesFairValueDisclosure,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,NonoperatingIncomeExpense,NotesPayableCurrent,NotesPayableFairValueDisclosure,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAmortizationOfDeferredCharges,OtherAssetsNoncurrent,OtherNonoperatingIncomeExpense,PaidInKindInterest,PaymentsOfDividends,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireProductiveAssets,PreferredStockDividendsIncomeStatementImpact,PreferredStockParOrStatedValuePerShare,PreferredStockRedemptionPricePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOfWarrants,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromSaleOfProductiveAssets,ProfessionalFees,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfNotesPayable,RetainedEarningsAccumulatedDeficit,Revenues,SaleOfStockPricePerShare,SecurityDeposit,SellingAndMarketingExpense,ShareBasedCompensation,SharePrice,StockholdersEquity,StockholdersEquityNoteChangesInCapitalStructureSubsequentChangesToNumberOfCommonShares,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueStockDividend,StockIssuedDuringPeriodValueStockOptionsExercised,ValuationAllowanceDeferredTaxAssetChangeInAmount,WarrantsAndRightsOutstanding,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,y
0,429359,1187726,162089.0,33440848,137478.0,91934.0,4191905.0,1200000.0,0.0,312533.0,0.0,6278583,1383538,127149.0,5983.0,10400.0,60333.0,36038.0,4480010.0,2858552.0,127149,84348.0,127149.0,-56622.0,250000.0,1.0,17723236.0,3300000.0,2600000.0,0.0001,34000000.0,125543406.0,125543406.0,473936.0,375000.0,0.0,0.0,-5390439.0,224000.0,200000.0,0.0,137403.0,910000.0,364375.0,1411589,-2685000.0,-951254.0,0.0,0.0,-474000.0,0.0,1531081.0,1531081.0,67175.0,379708.0,379708.0,0.0,2528317.0,2528317,99000.0,25936.0,91314.0,-0.251,-0.04,-0.251,0.0,-0.34,0.34,0.112,0.0,0.0,2208438.0,28126.0,3825000.0,0.0,3.6848,0.0095,201000.0,0.0,-3109679.0,0.0,4672176.0,0.0,0.0,0.0,583936.0,0.0,2925721.0,878013.0,2109700.0,1231687,0.0,0.0,312099.0,3132193.0,684087.0,4046826.0,0.0,0.0,86579.0,431707.0,0.0,4439590.0,62863.0,0.0,3300000.0,0.0,3300000.0,1544221.0,3848840.0,2549061.0,894.0,0.0,54979.0,9562580.0,6278583,9540176,2925721.0,22404.0,527500.0,1819500.0,-44623.0,-73402.0,-539499.0,-1703297.0,-1585610.0,888899.0,-4698404.0,64750.0,3848840.0,576000,22404.0,1533651.0,-849564.0,281000.0,281000.0,281000.0,281000.0,281000.0,857000.0,119000.0,5518388.0,1876252.0,199688.0,4363880,-3848840.0,2166326.0,117415.0,17500.0,44623.0,33000.0,0.0001,1.0,5000000.0,100000.0,0.0,68663,1990000.0,415000.0,1950000.0,0.0,477500.0,50000.0,0.0,786865.0,693254.0,571780.0,0.0,0.0,-35315574,684087.0,0.64,79263.0,0.0,8194457.0,0.48,39609.0,7846622.0,0.0,20175000.0,13596770.0,185000.0,1714285.0,1300000.0,327916.0,525000.0,210000.0,10.0,248050.0,4480010.0,132000.0,415000.0,-6341693.0,200000.0,25471320.0,36829705.0,18871320.0,0
1,429359,1187726,162089.0,33440848,137478.0,3834097.0,4244576.0,1200000.0,,468800.0,4046826.0,6278583,1383538,115645.0,5983.0,10400.0,60333.0,36038.0,4480010.0,2858552.0,127149,84348.0,115645.0,73328.0,250000.0,1.0,,9300000.0,,0.0001,34000000.0,125543406.0,125543406.0,473936.0,,,0.0,-5390439.0,,,34537.0,137403.0,910000.0,364375.0,1411589,-3202000.0,-951254.0,0.0,66000.0,-556000.0,0.0,1531081.0,1531081.0,101537.0,190989.0,570337.0,,1877547.0,2528317,99000.0,25936.0,,-0.02,-0.04,-0.02,0.0,-0.34,0.288,0.112,0.0,-0.06,,2108312.0,3825000.0,0.0,3.3426,0.0095,0.0,0.0,-2311806.0,0.0,5832257.0,0.0,0.0,0.0,3351420.0,0.0,4105282.0,878013.0,2109700.0,1231687,-788782.0,-10824365.0,132068.0,3132193.0,336324.0,,0.0,0.0,171233.0,751746.0,0.0,5312886.0,142863.0,0.0,9300000.0,0.0,8208200.0,1387954.0,446.0,,894.0,820963.0,23889.0,9562580.0,6278583,9540176,4105282.0,22404.0,1164500.0,686157.0,-44623.0,0.0,-1046549.0,-763224.0,-4731404.0,413416.0,-354359.0,,3901410.0,576000,2227735.0,690237.0,-353913.0,218000.0,806000.0,853000.0,873000.0,873000.0,1102000.0,281500.0,8600000.0,2900000.0,-543385.0,4363880,-446.0,216292.0,101448.0,17500.0,44623.0,,0.0001,,5000000.0,110000.0,0.0,68663,,1100000.0,1950000.0,5000.0,693500.0,471000.0,,343291.0,693254.0,537417.0,1200000.0,144000.0,-35315574,336324.0,0.64,79263.0,,5437415.0,0.43,5044920.0,7846622.0,0.0,20175000.0,,,,82500.0,,216000.0,4202336.0,40.0,,,,,-6341693.0,200000.0,25669122.0,40092173.0,19069122.0,0
2,429359,1187726,162089.0,33440848,,,16249059.0,,0.0,625067.0,,6278583,1383538,115645.0,,,,,,,127149,84348.0,115645.0,42801.0,,,,,,0.0001,200000000.0,2000000.0,200000000.0,3471250.0,,0.0,0.0,-5230783.0,,,137478.0,137403.0,910000.0,544688.0,1411589,-4561000.0,-923079.0,2098000.0,,-786000.0,0.0,1876252.0,3758000.0,136569.0,570338.0,761636.0,0.0,1877547.0,2528317,99000.0,,,-0.27,0.0,-0.27,0.0,-0.34,0.288,0.112,,-0.06,,,3825000.0,,,,0.0,0.0,-606512.0,0.0,964165.0,0.0,0.0,0.0,114000.0,0.0,4274312.0,878013.0,2109700.0,1231687,,,1977888.0,3132193.0,1158511.0,,0.0,9557.0,374756.0,1112695.0,0.0,4439590.0,52863.0,,,,,1231687.0,3835410.0,,8651.0,820963.0,119418.0,9562580.0,6278583,9540176,4105281.0,22404.0,880000.0,880000.0,0.0,,-1005493.0,-1005493.0,-387359.0,,-5225125.0,0.0,6150296.0,576000,2227735.0,2548226.0,-1389715.0,,,,,,,,,,635625.0,4363880,-3835410.0,566510.0,,,73402.0,66000.0,0.0001,,5000000.0,,,68663,,1100000.0,1050000.0,5000.0,693500.0,1270000.0,,11707340.0,693254.0,531165.0,,38843.0,-35315574,1158511.0,,,0.0,11058959.0,,5044920.0,,0.0,100000.0,,,,82500.0,,216000.0,4202336.0,,,,,,-6153862.0,200000.0,19756865.0,43318790.0,19756865.0,0
3,632233,1632557,233061.0,39751370,,9761.0,749995.0,,,312533.0,0.0,6608658,2097750,115645.0,,,,,,,1656,27726.0,,-77067.0,,,,,,,200000000.0,2000000.0,22961372.0,3471250.0,,,,,,,,229426.0,120000.0,975625.0,866901,,,2098000.0,527000.0,,0.0,2900000.0,3758000.0,71604.0,190630.0,192069.0,,,2607657,8419.0,,79872.0,-0.03,-0.13,-0.03,0.0,-0.34,0.288,0.112,,-0.06,,,0.0,,,,0.0,0.0,-4051985.0,0.0,1414305.0,0.0,0.0,0.0,-2526743.0,0.0,,1191178.0,2109700.0,918522,,,823945.0,,474424.0,,,0.0,85871.0,330617.0,,9472327.0,300600.0,,,,,1231687.0,-13430.0,,5065.0,,45493.0,4500223.0,6608658,4499116,4105282.0,1107.0,902000.0,902000.0,,,-983070.0,-983070.0,-5291125.0,,-526721.0,,913467.0,1138807,,1014575.0,-540151.0,,,,,,,78058.0,,,635625.0,4050715,13430.0,2549061.0,0.0,,0.0,33000.0,0.0001,,5000000.0,,,463537,,1100000.0,3000000.0,,0.0,720000.0,13378.0,601345.0,693254.0,531165.0,0.0,128000.0,-36780436,474424.0,,,550000.0,,,-3283997.0,,0.0,100000.0,,,,,,,64000.0,10.0,,,,,,,20058962.0,44425745.0,20058962.0,0
4,743089,1731344,268863.0,40651963,,,459369.0,1200000.0,456733.0,468800.0,,6536816,2217976,,,,,,,,46079,157676.0,,-125493.0,250000.0,1.0,,,,,200000000.0,2481250.0,22961372.0,3471250.0,,0.0,0.0,-5230783.0,,,,229426.0,120000.0,,594557,0.0,-923079.0,,,-140000.0,,5856000.0,,107406.0,761636.0,384137.0,28126.0,,2345820,33674.0,25936.0,,-0.9,,-0.9,,,0.34,,,0.0,,,0.0,0.0,3.4472,0.0095,0.0,0.0,-4088195.0,0.0,1945805.0,0.0,0.0,0.0,1668665.0,0.0,4274312.0,1347445.0,2109700.0,762256,,,899700.0,,994148.0,,0.0,0.0,202884.0,444831.0,,7276509.0,302940.0,-17500.0,,,,1231687.0,6079422.0,,16537.0,,106625.0,7530863.48,6536816,7530863,,0.0,,,0.0,-38295.0,,,-559721.0,,-17853356.0,,-352108.0,1606080,,13488094.0,-11802060.0,873000.0,461000.0,806000.0,852000.0,873000.0,642000.0,182106.0,,,176927.0,3894449,-6051296.0,,,,,99000.0,0.0001,,5000000.0,,,440553,,,3000000.0,5000.0,0.0,1003000.0,,1677546.0,693254.0,531165.0,0.0,,-41056056,1686034.0,,79263.0,,22548665.0,0.14,,,,,,,,,,212500.0,64000.0,,,,,,-3159000.0,,19851325.0,,19851325.0,0
5,748068,861414,78617.0,47936049,,,,1200000.0,283641.0,625698.0,,2406058,2145885,19018.0,,,,,,,115645,127149.0,115645.0,,250000.0,,,,,,,2481250.0,22961372.0,2297.0,,,,-1450000.0,,,,91122.0,120000.0,1335450.0,645964,-791000.0,0.0,,,-1178000.0,,5856000.0,,144656.0,192069.0,,448100.0,1877546.0,1877546,25936.0,,,-0.037,,-0.037,,-0.34,0.288,,,-0.06,,,,0.0,3.6758,0.0095,,,,,,,,,,,4274312.0,1503711.0,2191950.0,82250,,,215678.0,3132193.0,506315.0,,,,,,820963.0,4855508.0,,0.0,,,,1074789.0,3930376.0,,,820963.0,,7002238.0,2406058,6664738,7893228.0,0.0,,,0.0,,,,-17952356.0,,-1480219.0,,,2227735,2227735.0,1054585.0,-566752.0,873000.0,214000.0,461000.0,806000.0,852000.0,428000.0,450723.0,,,544688.0,161513,-913467.0,,,,0.0,33000.0,0.0001,,15000000.0,,,347863,,,3000000.0,,,,,,177277.0,495995.0,,128000.0,-51892652,487833.0,,374764.0,,,0.06,-3283997.0,,,,,,,,,,6076500.0,40.0,,,,,-6153862.0,,57600373.0,,40092173.0,0
6,748068,861414,,47936049,,,4757411.0,1200000.0,,,,2406058,2145885,,,,,,,,115645,127149.0,115645.0,-81070.0,250000.0,,,,,0.0001,,2481250.0,43686372.0,2297.0,,0.0,0.0,,,,,91122.0,120000.0,,645964,-6677000.0,,0.0,,-1079000.0,0.0,,1531081.0,,384137.0,576205.0,1723579.0,1877547.0,1877547,25936.0,,,0.001,-0.1,0.001,,,,-0.008,,,,,,0.0,3.9953,0.0095,,,,,,,,,,,4274313.0,,,82250,,,576752.0,3132193.0,1483107.0,,0.0,0.0,313730.0,543618.0,,,371891.0,-295501.0,,,,918522.0,3930376.0,,16537.0,820963.0,61132.0,7002238.0,2406058,6664738,,0.0,,3041149.0,,0.0,,-3014358.0,-17952356.0,,-1398804.0,,-91948.0,2227735,2227735.0,2745060.0,-1750912.0,873000.0,214000.0,461000.0,806000.0,852000.0,428000.0,,,,,161513,352108.0,2984685.0,,,,66058.0,,,15000000.0,,,347863,,,,,2061000.0,1025000.0,,1076201.0,,460193.0,0.0,,-51892652,994148.0,,375595.0,,9985422.0,0.01,-3283997.0,,,,,,,,,0.0,3173052.0,,,,,,-3758000.0,,60826990.0,44694272.0,43318790.0,0
7,748068,861414,,47936049,,,4757410.0,,,,,2406058,2145885,522610.0,,,,,,,115645,127149.0,,,,,,,,,200000000.0,22961372.0,63237172.0,4570.0,,,-7573000.0,,,,,0.0,4142513.0,,645964,,,2098400.0,,,0.0,5856404.0,3758004.0,,,,1732212.0,,1877547,25936.0,,,-0.36,-0.36,-0.36,0.0,-0.34,0.408,,,-0.06,,,,,,,,,,,,,,,,,3800587.0,,,82250,,,,,488959.0,,0.0,,,,627638.0,3965337.0,,,,,,,,,,1448601.0,,7002238.0,2406058,6664738,4498330.0,0.0,,,,,,,,,,,-634.0,2227735,,,,,,,,,,470629.0,,,,161513,,,,,20795.0,,,,15000000.0,,,347863,,,,0.0,4212562.0,,,,,,,583936.0,-51892652,,,,550000.0,4857019.0,,-4596180.0,,,,,,,,,,,,,,,,-9023000.0,,45863349.0,45863349.0,45863349.0,0
8,748068,861414,,47936049,,,13445305.0,,,,,2406058,2225148,,,,,,,,115645,127149.0,177974.0,-11504.0,,,,,,,200000000.0,43686372.0,,6324.0,,,0.0,,,,,123530.0,,,645964,,,2098000.0,,,0.0,5856404.0,9312000.0,,576206.0,770354.0,2620883.0,3045185.0,1877547,25936.0,,,,-0.12,,,,,-0.008,,,,,,,,,,,,,,,,,,,,,,82250,,,831889.0,,,,0.0,0.0,318736.0,873688.0,,21498784.0,358463.0,,,,,,182996.0,,0.0,898601.0,,7002238.0,2406058,6664738,,466679.0,,3244943.0,,-44761.0,,-2542477.0,48357.0,,-5649167.0,,-103741.0,2227735,1515444.0,7224222.0,-5741115.0,,,,,,,743622.0,,,,82250,91948.0,384563.0,,,,91314.0,0.0001,,15000000.0,,,427126,,,,0.0,,1681500.0,,,,,3229222.0,,-51892652,1483107.0,,,0.0,,,-4596180.0,,,,,,,,,,,,,,,,-931000.0,,,68295318.0,,0
9,994996,1189344,,51472491,,,6434892.0,,,,,2891159,2727049,21811.0,,,,,,,19018,,522610.0,-96627.0,,,,,,,,63237172.0,63237172.0,,,550000.0,0.0,,,,,,,,1307277,,,,,,,11410000.0,,,,16801.0,,3238651.0,5946601,26452.0,,,,-0.13,,,,,-0.008,,,,,,,,,,,,,,,,,,,,,,75396,,,,0.0,6877290.0,,0.0,0.0,246928.0,327930.0,,,-329402.0,,,,,82250.0,2528935.0,,0.0,,,12536876.0,2891159,12199376,4517965.0,,,7712748.0,,,,-7309326.0,-5740481.0,,,,4529037.0,1946627,1259679.0,,,,,,,,,,,,,75396,,137153.0,,,0.0,,0.0001,,15000000.0,,,97724,,,,,,378000.0,,,,98660.0,455115.0,,-59818063,,,375595.0,,,,,,,,,,,,,,,,,,,,-7339000.0,,,71421743.0,,0
