,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdministrativeFeesExpense,AllowanceForDoubtfulAccountsReceivable,AmortizationOfFinancingCosts,AssetImpairmentCharges,AssetManagementCosts,Assets,AssetsFairValueDisclosureNonrecurring,AssetsHeldForSaleCurrent,AssetsHeldForSaleNotPartOfDisposalGroup,CapitalLeasedAssetsGross,CapitalLeasesBalanceSheetAssetsByMajorClassNet,CapitalLeasesFutureMinimumPaymentsDue,CapitalLeasesFutureMinimumPaymentsDueCurrent,CapitalLeasesFutureMinimumPaymentsDueInFiveYears,CapitalLeasesFutureMinimumPaymentsDueInFourYears,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,CapitalLeasesFutureMinimumPaymentsReceivable,CapitalLeasesIncomeStatementDirectFinancingLeaseRevenue,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,CapitalLeasesNetInvestmentInDirectFinancingLeases,CapitalLeasesNetInvestmentInDirectFinancingLeasesDeferredIncome,CapitalLeasesNetInvestmentInDirectFinancingLeasesInitialDirectCosts,CapitalLeasesNetInvestmentInDirectFinancingLeasesMinimumPaymentsToBeReceived,CapitalLeasesNetInvestmentInDirectFinancingLeasesUnguaranteedResidualValuesOfLeasedProperty,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CostMethodInvestments,DebtInstrumentBasisSpreadOnVariableRate,DebtInstrumentBasisSpreadOnVariableRate1,DebtInstrumentCarryingAmount,DebtInstrumentInterestRateEffectivePercentageRateRangeMaximum,DebtInstrumentInterestRateEffectivePercentageRateRangeMinimum,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,DebtIssuanceCosts,DeconsolidationGainOrLossAmount,DeferredFinanceCostsGross,DeferredFinanceCostsNet,DeferredRevenue,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsTaxCreditCarryforwards,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationDepletionAndAmortization,DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,DerivativeGainLossOnDerivativeNet,DerivativeInstrumentsAndHedgesLiabilities,DerivativeInstrumentsGainLossRecognizedInIncomeNet,DerivativeLiabilityFairValueNet1,DerivativeNumberOfInstrumentsHeld56,DerivativeNumberOfInstrumentsHeld57,DerivativeNumberOfInstrumentsHeld58,DerivativeNumberOfInstrumentsHeld59,DueFromJointVentures,DueFromRelatedParties,DueToRelatedPartiesCurrentAndNoncurrent,EquityMethodInvestmentDividendsOrDistributions,EquityMethodInvestmentOwnershipPercentage,EquityMethodInvestmentRealizedGainLossOnDisposal,EquityMethodInvestments,FeesAndCommissionsOther,FinanceLeaseImpairmentLoss,FinancialInstrumentsSoldNotYetPurchasedAtFairValue,FinancingReceivableAllowanceForCreditLosses,FinancingReceivableAllowanceForCreditLossesRecovery,FinancingReceivableAllowanceForCreditLossesWriteOffs,FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,FinancingReceivableRecordedInvestmentCurrent,FinancingReceivableRecordedInvestmentNonaccrualStatus,GainLossOnDispositionOfAssets1,GainLossOnSaleOfDerivatives,GainLossOnSaleOfEquityInvestments,GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee,GainLossRelatedToLitigationSettlement,GainOrLossOnSaleOfStockInSubsidiary,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnSalesOfAssets,GeneralAndAdministrativeExpense,GeneralPartnerDistributions,GeneralPartnersCapitalAccount,ImpairedFinancingReceivableRecordedInvestment,ImpairedFinancingReceivableUnpaidPrincipalBalance,IncomeLossFromEquityMethodInvestments,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInterestAndDividendsReceivable,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInRestrictedCashForOperatingActivities,InterestExpense,InterestExpenseDebt,InterestExpenseOther,InterestIncomeOperating,InterestIncomeRelatedParty,InterestPaid,InterestReceivable,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,Liabilities,LiabilitiesAndStockholdersEquity,LimitedPartnersCapitalAccount,LineOfCredit,LineOfCreditFacilityAmountOutstanding,LineOfCreditFacilityInterestRateDuringPeriod,LineOfCreditFacilityMaximumBorrowingCapacity,LineOfCreditFacilityRemainingBorrowingCapacity,LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,LoansAndLeasesReceivableAllowance,LoansAndLeasesReceivableDeferredIncome,LoansAndLeasesReceivableDeferredIncomeCommercial,LongTermDebt,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,MachineryAndEquipmentGross,ManagementFeeExpense,MinorityInterestIncreaseFromStockIssuance,MinorityInterestInNetIncomeLossJointVenturePartners,MinorityInterestOwnershipPercentageByParent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAllocatedToGeneralPartners,NetIncomeLossAllocatedToLimitedPartners,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasic,NetIncomeLossPerOutstandingLimitedPartnershipUnit,NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,NoncontrollingInterestDecreaseFromDeconsolidation,NoncontrollingInterestIncreaseFromSaleOfParentEquityInterest,NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,NonRecourseDebt,NotesAssumed1,NotesReceivableGross,NotesReceivableNet,NotesReceivableRelatedParties,NumberOfReportableSegments,OfferingCostsPartnershipInterests,OperatingExpenses,OperatingLeasesFutureMinimumPaymentsReceivable,OperatingLeasesFutureMinimumPaymentsReceivableCurrent,OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,OperatingLeasesFutureMinimumPaymentsReceivableThereafter,OperatingLeasesIncomeStatementLeaseRevenue,OtherAssets,OtherDepreciationAndAmortization,OtherGeneralExpense,OtherIncome,OtherLiabilities,OtherLiabilitiesFairValueDisclosure,OtherNoncashExpense,OtherNoncashIncomeExpense,PaidInKindInterest,PartnersCapital,PartnersCapitalAccountDistributions,PartnersCapitalAccountRedemptions,PartnersCapitalAccountSaleOfUnits,PartnersCapitalAccountTreasuryUnitsPurchases,PartnersCapitalAccountUnitsSaleOfUnits,PartnersCapitalAllocatedForIncomeTaxAndOtherWithdrawals,PartnersCapitalAttributableToNoncontrollingInterest,PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,PaymentsForCommissions,PaymentsForProceedsFromOtherInvestingActivities,PaymentsForRepurchaseOfOtherEquity,PaymentsForUnderwritingExpense,PaymentsOfCapitalDistribution,PaymentsOfFinancingCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquireEquityMethodInvestments,PaymentsToAcquireInterestInJointVenture,PaymentsToAcquireNotesReceivable,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToFundLongtermLoansToRelatedParties,PaymentsToMinorityShareholders,ProceedsFromCollectionOfLeaseReceivables,ProceedsFromCollectionOfLoansReceivable,ProceedsFromCollectionOfNotesReceivable,ProceedsFromDivestitureOfInterestInJointVenture,ProceedsFromDivestitureOfInterestInSubsidiariesAndAffiliates,ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,ProceedsFromIssuanceOfCommonLimitedPartnersUnits,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromLinesOfCredit,ProceedsFromMinorityShareholders,ProceedsFromPartnershipContribution,ProceedsFromPaymentsToMinorityShareholders,ProceedsFromSaleOfEquityMethodInvestments,ProceedsFromSaleOfOtherPropertyPlantAndEquipment,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfitLoss,PropertyPlantAndEquipmentFairValueDisclosure,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOther,PropertyPlantAndEquipmentOwnedAccumulatedDepreciation,PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation,PropertySubjectToOrAvailableForOperatingLeaseNet,ProvisionForLoanLeaseAndOtherLosses,ProvisionForLoanLossesExpensed,ProvisionForOtherCreditLosses,ProvisionForOtherLosses,RepaymentsOfDebt,RepaymentsOfLinesOfCredit,RepaymentsOfLongTermDebt,RestrictedCashAndCashEquivalents,RestrictedCashAndCashEquivalentsAtCarryingValue,Revenues,SecuredDebt,SubordinatedDebt,TransferOfPortfolioLoansAndLeasesToHeldForSale1,UnamortizedDebtIssuanceExpense,ValuationAllowancesAndReservesBalance,ValuationAllowancesAndReservesChargedToOtherAccounts,ValuationAllowancesAndReservesDeductions,WeightedAverageLimitedPartnershipUnitsOutstanding,y
0,1899867,4116560.0,4029397.0,0.0,0.0,0.0,76559.0,208759132,2940000.0,0.0,0.0,154435767.0,108795539.0,188100132.0,25116346.0,50371000.0,76922000.0,17155000.0,18535786.0,165864991.0,218304.0,45640228.0,70891990.0,68990000.0,3240012.0,208864991.0,2859529.0,1001.0,27073323.0,20952937.0,819411.0,0.0,0.025,0.025,122225418.0,0.12,0.0456,0.17,0.12,0.04,1394344.0,-10054430.0,1394344.0,4311368.0,1051741.0,0.0,554962.0,1149108.0,1704070.0,3467107.0,649453.0,10663428.0,-12557138.0,0.0,0.0,10663428.0,0.0,5.0,5.0,5.0,2609209.0,0.0,700073.0,695281.0,0.9092,0.0,14329717.0,1080603.0,10299807.0,0.0,620000.0,2958795.0,2636066.0,0.0,0.0,91753624.0,0.0,855915.0,-25045.0,8721363.0,0.0,0.0,0.0,0.0,687425.0,52289.0,-100032.0,0.0,31788011.0,695281.0,86383.0,227161.0,409178.0,-257125.0,53839.0,0.0,7333.0,374707.0,100968.0,3869518.0,404530.0,0.0,17189.0,18739125.0,46294389,208759132,161777674.0,0.0,3000000.0,0.04,15000000.0,11260700.0,0.005,5902599.0,923855.0,1595564.0,42642708,47900000.0,24593086.0,30974992.0,43599168.0,15769168.0,37823869.0,0.0,3205434.0,1000000.0,1347091.0,0.5,59262103.0,-31922818.0,-265962.0,-1584298.0,-15843.0,-1568455.0,0.0,14.47,0.12,9.82,1734169.0,18484.0,20316111.0,185275365.0,0.0,66014815.0,35097142.0,0.0,1.0,2926110.0,3345452.0,166395289.0,27915951.0,18751854.0,19010144.0,18997424.0,22054926.0,59664990.0,1044930.0,3432478,7546470.0,0.0,20943.0,8765195.0,8765195.0,0.0,0.0,0.0,161677642.0,-973871.0,-1000.0,68300139.0,53498.0,258897.0,214601490.0,787101.0,1001.0,17201964.0,26266401.0,1000.0,7445754.0,973871.0,0.0,6641287.0,18807294.0,4797315.0,0.0,14179989.0,0.0,0.0,591070.0,17289686.0,0.0,0.0,0.0,2252485.0,68300139.0,0.0,0.0,0.0,1200000.0,2697.0,0.0,0.0,0.0,-1584298.0,21000000.0,199412359.0,20690799.0,47023912.0,461742.0,416254.0,20583746.0,794999.0,0.0,794999.0,0.0,1240000.0,0.0,0.0,2500000.0,2500000.0,1761154.0,3500000.0,60786199.0,0.0,1394344.0,620000.0,2940000.0,-620000.0,84756.0,0
1,1899867,4116560.0,2393312.0,0.0,0.0,,208071.0,209982733,,11921456.0,0.0,21000000.0,20583746.0,173278436.0,28830436.0,0.0,50371000.0,76922000.0,17155000.0,165864991.0,362583.0,416254.0,71533752.0,68990000.0,3240012.0,188100132.0,45859529.0,27074324.0,33637510.0,20952937.0,-23648.0,0.0,0.025,0.025,122225418.0,0.12,0.0498,,0.12,0.04,1394344.0,,677115.0,3335481.0,2275342.0,0.0,1778988.0,99195.0,1878183.0,5474964.0,1637200.0,10663428.0,-4478985.0,0.0,0.0,11717447.0,,,5.0,,2614691.0,0.0,700073.0,1198271.0,0.75,0.0,14329717.0,2794210.0,,3000000.0,620000.0,7756186.0,3430882.0,0.0,,91753624.0,,1373552.0,-25045.0,,0.0,0.0,0.0,0.0,564502.0,104578.0,-100032.0,1950000.0,3500490.0,1310880.0,1500967.0,862502.0,89567.0,418903.0,2058464.0,500000.0,0.0,669846.0,210200.0,6857778.0,396770.0,0.0,17000.0,18739125.0,47517990,209982733,161777674.0,4500000.0,3000000.0,0.0004,15000000.0,14379238.0,0.005,6697598.0,923855.0,1595564.0,42642708,38700000.0,42342287.0,10906250.0,31969492.0,44593668.0,16763668.0,48000000.0,1908614.0,,1073263.0,0.5,54673754.0,-23003576.0,1967332.0,-326876.0,-3269.0,10436.0,26730.0,-5.68,-2.84,-7.41,,18484.0,2683745.0,152903523.0,0.0,66014815.0,33253709.0,2800000.0,1.0,,4953173.0,138479338.0,22054926.0,18855170.0,18751854.0,19010144.0,18997424.0,40809820.0,2444161.0,5857750,288385.0,0.0,63954.0,8765195.0,8765195.0,0.0,0.0,-1769429.0,161677642.0,10085202.0,-29031.0,123673315.0,,,215700168.0,787101.0,,,0.0,0.0,,3635445.0,0.0,6099758.0,151937.0,7977988.0,10236727.0,15013976.0,0.0,97311.0,835975.0,5570670.0,227158.0,4020572.0,0.0,182704.0,63945009.0,0.0,0.0,1000000.0,,2697.0,1000000.0,20767529.0,0.0,10541.0,,199412359.0,20690799.0,,976088.0,416254.0,20583746.0,873215.0,0.0,16888096.0,-340000.0,,0.0,0.0,4500618.0,2500000.0,1951274.0,5000000.0,,11921456.0,1394344.0,2940000.0,2962599.0,0.0,117468.0,0
2,1899867,4116560.0,,,0.0,0.0,129460.0,209982733,,,19306606.0,21000000.0,20583746.0,167319170.0,40026170.0,0.0,0.0,50371000.0,76922000.0,154096062.0,4703287.0,416254.0,71533752.0,68990000.0,3240012.0,,45859529.0,,9756960.0,20952937.0,-11541746.0,412649.0,0.025,0.025,122225418.0,0.12,0.0498,,0.12,0.04,,,677115.0,,2275342.0,,,,,4423544.0,931357.0,11717447.0,,0.0,,11395234.0,,,,,1329483.0,49864.0,700073.0,1878823.0,,,14329717.0,1713607.0,5495584.0,10500000.0,620000.0,0.0,,1380312.0,,21000000.0,1460924.0,-537861.0,0.0,8721363.0,,,,,323495.0,52289.0,-100032.0,,3500490.0,643384.0,1641665.0,2264101.0,650296.0,-418903.0,477793.0,-1250000.0,,155438.0,317392.0,2988260.0,,0.0,17000.0,18739125.0,47517990,209982733,161777674.0,4500000.0,10500000.0,0.04,15000000.0,15000000.0,0.005,5701892.0,923855.0,1595564.0,42642708,27415195.0,25113694.0,8549823.0,9680961.0,33399527.0,48744323.0,,,12191868.0,0.0,,77054226.0,-74906789.0,7609523.0,-337417.0,-3374.0,-323607.0,,30.59,3.5,-2.42,-1734169.0,1611.0,,,0.0,66014815.0,33253709.0,,1.0,,2987135.0,116896576.0,19469588.0,18855170.0,18855170.0,18751854.0,19010144.0,21954650.0,1368412.0,5857750,,,41093.0,0.0,8765195.0,0.0,0.0,0.0,161677642.0,-10085202.0,-29031.0,,-4486.0,,,787101.0,,,,0.0,,6423880.0,,8682093.0,183115.0,,37032227.0,15013976.0,,194621.0,835975.0,,881513.0,,0.0,3817746.0,92093560.0,0.0,0.0,1000000.0,,0.0,1350000.0,,0.0,-300146.0,,199412359.0,20690799.0,,976088.0,416254.0,20583746.0,78216.0,,7927576.0,,,,0.0,6838606.0,2500000.0,4653027.0,5000000.0,,,1394344.0,,,,147266.0,0
3,9251996,9591524.0,1675514.0,,32686.0,10299807.0,355325.0,469815323,,,28900000.0,21000000.0,20370890.0,156434921.0,106063921.0,0.0,0.0,0.0,50371000.0,148164597.0,8962648.0,629110.0,152534132.0,60965728.0,2885525.0,173278436.0,45859529.0,27074324.0,37242682.0,21772348.0,-487899.0,412649.0,0.025,0.025,122225418.0,0.12,0.0498,,,0.04,,,677115.0,2534141.0,4132268.0,,,,,9811251.0,2679320.0,12283230.0,1991747.0,4830947.0,0.0,10449067.0,,,,,,30332.0,2344152.0,2413711.0,0.38,0.0,3635042.0,3990385.0,,,2940000.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,150000.0,0.0,0.0,0.0,706563.0,52288.0,-185067.0,,7980347.0,1878823.0,1739886.0,824580.0,12314.0,-898629.0,2587763.0,1875000.0,0.0,381865.0,110047.0,10491572.0,407970.0,572607.0,29000.0,18438440.0,251870547,469815323,211687585.0,4500000.0,0.0,,15000000.0,11962251.0,0.005,5701892.0,755344.0,1887182.0,231311184,18865372.0,45305550.0,8549823.0,8549823.0,8549823.0,32405027.0,48000000.0,442548.0,12191868.0,,,100983485.0,-69967736.0,6226933.0,194220.0,1942.0,-334043.0,53023.0,16.12,17.55,5.64,2546245.0,,21706.0,117331074.0,0.0,83659767.0,40324076.0,2800000.0,1.0,,7423439.0,99594715.0,19775224.0,18906828.0,18855170.0,19492737.0,19516934.0,3047822.0,3932012.0,13187517,-5293701.0,0.0,118979.0,0.0,0.0,,-25045.0,0.0,211502518.0,-4088452.0,-24467.0,33326751.0,-4486.0,,208354448.0,6442258.0,,,,0.0,,9793270.0,3540000.0,11728597.0,214418.0,9142768.0,36372471.0,39468973.0,2800000.0,291932.0,1058500.0,,1053880.0,,0.0,3817746.0,123673315.0,0.0,,1000000.0,,0.0,1350000.0,,,-310687.0,,199412359.0,189820835.0,,976088.0,841967.0,20158033.0,862131.0,0.0,873215.0,,,10500000.0,907292.0,6838606.0,6097632.0,2629183.0,5000000.0,,11921456.0,1238906.0,5902599.0,2758088.0,-2958795.0,131915.0,0
4,9066467,13927811.0,,,,,147254.0,464161095,,,,,,,,,,,,188100132.0,,,150320139.0,57058404.0,2710940.0,,45859529.0,27074324.0,,20929289.0,-1486575.0,,0.025,0.025,115883297.0,,,,,0.04,,,677115.0,,4501296.0,,,,,4336287.0,1042120.0,,1914721.0,10874580.0,,,,,5.0,,,0.0,815903.0,,0.45,,0.0,1196175.0,,,2940000.0,0.0,-7756186.0,,,0.0,,,,6708694.0,,,2343762.0,,142061.0,,-243688.0,,,567943.0,,,,523900.0,,2500000.0,,48629.0,,3633794.0,,,71000.0,18162418.0,251447095,464161095,205884121.0,4500000.0,,,15000000.0,4500000.0,0.005,5701892.0,941301.0,2187472.0,226188849,0.0,3350000.0,20275000.0,4900000.0,3925000.0,3412500.0,48000000.0,1423677.0,1835843.0,,,,,,521096.0,5211.0,-334043.0,26293.0,20.34,11.99,6.9,,,,117331074.0,,99930363.0,47946268.0,2800000.0,1.0,,2470266.0,2151267.0,348911.0,364000.0,640500.0,456500.0,341356.0,0.0,1487851.0,14782333,,,55025.0,,,0.0,,131667.0,205640433.0,-4088452.0,-24467.0,33326751.0,4486.0,,,7073567.0,,,,,,,4420000.0,,,,,,,,,,,,49423757.0,,,,3000000.0,,,,1350000.0,,0.0,-310687.0,,193956645.0,185484548.0,,976088.0,1054824.0,19945176.0,-11084.0,,78216.0,,,,,6838606.0,6442556.0,2676448.0,5000000.0,,0.0,858206.0,,,,176986.0,0
5,9418900,18302163.0,,,32306.0,10299807.0,588415.0,458648791,,,,,,,,,,,,188100132.0,,,145974532.0,53226094.0,2538602.0,167319170.0,2859529.0,60711834.0,-13924411.0,9411191.0,13038128.0,,0.025,0.025,51855204.0,,,,,0.04,,,,2071314.0,3245739.0,,,,,14185603.0,3467107.0,,1326276.0,10663428.0,0.0,,,,3.0,,,59425.0,398466.0,146110.0,0.15,0.0,1029336.0,1041502.0,,,2940000.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,997243.0,104576.0,-277944.0,,,2413711.0,130203.0,1999809.0,115773.0,-780687.0,-31294.0,,587210.0,,221550.0,3515987.0,411509.0,513462.0,28394.0,21731115.0,244772159,458648791,202492816.0,,,,15000000.0,8472398.0,0.005,,799438.0,1816123.0,221045626,,,,,,,,981129.0,20316111.0,,,33769794.0,-52762121.0,5067916.0,2338378.0,23384.0,192278.0,78514.0,42.6,9.82,20.15,,,,117331074.0,10450296.0,87750115.0,70406783.0,2800000.0,1.0,,10418334.0,1802356.0,341356.0,0.0,364000.0,640500.0,456500.0,0.0,5434204.0,6044435,-682164.0,0.0,142001.0,,,26857.0,121319.0,-131667.0,202214872.0,-10351310.0,-53498.0,257646987.0,,,179179716.0,11661760.0,58615050.0,,,29031.0,,3991141.0,4420000.0,3084050.0,0.0,,0.0,55382745.0,,97311.0,1497000.0,,1536563.0,,,0.0,33326751.0,22000000.0,,12191868.0,1200000.0,,,,0.0,247243.0,,190935209.0,181110196.0,,,1267681.0,19732319.0,2758088.0,620000.0,873215.0,,,,907292.0,8407424.0,6838606.0,7670682.0,,,,728867.0,5701892.0,30675752.0,-7756186.0,208471.0,0
6,9418900,18302163.0,1597312.0,,189589.0,5495584.0,,458648791,,,,,,,,,,,,188100132.0,,,,53226094.0,2538602.0,,2859529.0,36831284.0,5996715.0,9047311.0,,,,0.0003,36700000.0,,,,,0.04,,,628486.0,,3245739.0,,,,,,1051420.0,,-665471.0,10663428.0,,,,,3.0,,,,398466.0,300828.0,0.5,291990.0,,,,,,0.0,,0.0,,3060000.0,,,,,,8721363.0,,,,,-277944.0,,,,366255.0,1924992.0,1627867.0,,2388888.0,2000618.0,,,,,102369.0,2739086.0,28000.0,24048141.0,244772159,458648791,202492816.0,6000000.0,,,15000000.0,5112310.0,0.005,-12646486.0,793391.0,1816123.0,221045626,,,,,,,,1933715.0,,,,69196514.0,-73608914.0,10409115.0,,,515885.0,,,0.94,,10054430.0,,4624.0,117331074.0,10450296.0,87750115.0,,,1.0,,,,,,,,,,,6044435,,0.0,,,,,114894.0,,202214872.0,-10351310.0,,,,,,11661760.0,,,,53498.0,,8720956.0,4420000.0,6166877.0,0.0,7098579.0,0.0,79564939.0,0.0,5718806.0,,,3012046.0,,49423757.0,211772.0,65673533.0,,10500000.0,12191868.0,,,0.0,,1064530.0,547389.0,,190935209.0,,,1502123.0,1267681.0,19732319.0,2060641.0,,1087993.0,,,0.0,5331524.0,9077664.0,,2929667.0,,,,,,,,,0
7,9418900,18302163.0,,,,,336186.0,458648791,,,,,,,,,,,,181874815.0,,,145974532.0,53226094.0,2538602.0,156434921.0,2859529.0,18719517.0,,9047311.0,,,,0.025,35862500.0,,,,,0.04,,,579178.0,1394344.0,3245739.0,,,,,4374354.0,6074275.0,,1521687.0,10663428.0,0.0,,,,3.0,,,,398466.0,,0.5,,1029336.0,1761271.0,,,,0.0,-11084.0,0.0,,,,,,0.0,,,,2229898.0,368459.0,52288.0,-277944.0,,,146110.0,,1812044.0,,,8068672.0,,599130.0,,334529.0,6051260.0,204590.0,,,24048141.0,244772159,458648791,202492816.0,6000000.0,,,15000000.0,7404522.0,0.005,6789885.0,793391.0,1816123.0,221045626,,,,,,,,510038.0,137500.0,,,73616514.0,-76370189.0,8750390.0,2068361.0,20684.0,515885.0,41009.0,22.25,-7.41,-5.68,,,4624.0,122225418.0,,87750115.0,70406783.0,2800000.0,1.0,,3548156.0,,,,,,,,1699791.0,6044435,,716581.0,176479.0,,,137733.0,,,202214872.0,-5366135.0,,,-8639.0,,170102452.0,11661760.0,213876632.0,,,,,,,,,,,,,,1996149.0,,,,,,,22000000.0,,,,,0.0,,,547389.0,,190935209.0,181110196.0,,2028158.0,1267681.0,19732319.0,,-340000.0,17976089.0,,,,,9682652.0,10860964.0,3017655.0,,,,,28621458.0,,,227896.0,0
8,9418900,18302163.0,320975.0,,463409.0,,816728.0,458648791,,,,,,,,,,,,178512252.0,,,145974532.0,53226094.0,2538602.0,,2859529.0,48783509.0,1310801.0,9047311.0,,,,,,,,,,0.0411,,,529832.0,1425402.0,3245739.0,,,,,8748708.0,4712627.0,,,10663428.0,-4811119.0,,,,,,,,398466.0,1374091.0,,,1029336.0,719769.0,,,2940000.0,,11084.0,0.0,,,,,,,,,2343762.0,,937659.0,,-277944.0,,,300828.0,88251.0,2196566.0,115830.0,,3610784.0,3597632.0,3103865.0,,,,102221.0,6463324.0,29000.0,24048141.0,244772159,458648791,202492816.0,6000000.0,,,15000000.0,5406170.0,0.005,6789885.0,793391.0,1816123.0,221045626,,,,,,,,2478049.0,137500.0,,,60527675.0,-75672102.0,16455228.0,217392.0,2174.0,2314994.0,-817905.0,,-7.41,,,,144392.0,111144391.0,10450296.0,87750115.0,70406783.0,2364230.0,,,18499682.0,,,,,,,,9694654.0,6044435,,,259956.0,,,,31016.0,,202214872.0,25225725.0,,,38340.0,,,11661760.0,162464743.0,,,53498.0,,13950084.0,,6166877.0,0.0,56.0,9512325.0,79564939.0,,5855813.0,,,4778195.0,,37356658.0,211772.0,65673533.0,,10500000.0,14027711.0,,,0.0,,551000.0,2416892.0,,190935209.0,181110196.0,,2554193.0,1267681.0,19732319.0,19983831.0,2636066.0,,,,,10453859.0,10860964.0,,12835226.0,,,,,,,,247140.0,0
9,9123853,22676517.0,358559.0,,729195.0,,480542.0,452542832,,,,,,,,,,,,173278436.0,,,,49477160.0,2369524.0,,2217587.0,,-15533497.0,7560736.0,,,,,,,,,,0.0413,,,,481862.0,3243169.0,,,,,4374354.0,4730444.0,,-661350.0,9974774.0,,,,,,,,,363796.0,1374091.0,,,,1067074.0,,,2940000.0,,,,,,,,,,,,0.0,,569200.0,52286.0,-277546.0,,,154718.0,347991.0,2193998.0,-299286.0,,-642319.0,3942556.0,2504735.0,,234805.0,,103295.0,9888212.0,,11290788.0,238593535,452542832,202532189.0,0.0,,,12500000.0,4397808.0,0.005,15921795.0,787503.0,1767211.0,215887943,,,,,,,,,,,,56253024.0,-99139587.0,27353066.0,-1850969.0,-18510.0,2122716.0,-858914.0,,-2.42,,,,,35862500.0,10450296.0,93375029.0,,2442457.0,,,14951526.0,,,,,,,,7994863.0,6738151,,,83477.0,,,,10577.0,,202254643.0,-25225725.0,,,,,,11694654.0,,,,53498.0,,19179012.0,0.0,6166877.0,1050000.0,56.0,33157413.0,79564939.0,,6046713.0,4164553.0,,6824124.0,,0.0,240221.0,65673533.0,,,20316111.0,,,0.0,,,2169649.0,,190935209.0,,,2955297.0,0.0,0.0,17923190.0,2976066.0,,,,0.0,15597082.0,10860964.0,,5325102.0,,,,,,,,247140.0,0
