,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccretionExpense,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,Assets,AssetsCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommitmentsAndContingencies,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ContractuallySpecifiedServicingFeesAmount,ConvertibleNotesPayableCurrent,CurrentIncomeTaxExpenseBenefit,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscountPremiumNet,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationAndAmortization,DerivativeCostOfHedge,DerivativeGainLossOnDerivativeNet,DerivativeGainOnDerivative,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DueToOfficersOrStockholdersCurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,GainLossOnDerivativeInstrumentsNetPretax,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,ImpairmentOfOngoingProject,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationTaxCreditsOther,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInDueToOtherRelatedPartiesCurrent,IncreaseDecreaseInDueToRelatedParties,InterestExpense,InterestExpenseDebtExcludingAmortization,InterestPaid,InterestPaidNet,InterestPayableCurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LineOfCredit,LoansPayable,LongTermNotesPayable,MineralPropertiesNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesPayableRelatedPartiesNoncurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherNoncashExpense,OtherNoncashIncome,OtherSignificantNoncashTransactionValueOfConsiderationReceived1,PaymentsToAcquireMineralRights,PaymentsToAcquireProductiveAssets,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PrepaidExpenseCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfUnsecuredDebt,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,RepaymentsOfConvertibleDebt,RetainedEarningsAccumulatedDeficit,RevenueFromRelatedParties,Revenues,SellingAndMarketingExpense,SellingGeneralAndAdministrativeExpense,ShareBasedGoodsAndNonemployeeServicesTransactionValuationMethodExpectedDividendRate,ShareBasedGoodsAndNonemployeeServicesTransactionValuationMethodExpectedVolatilityRate,ShareBasedGoodsAndNonemployeeServicesTransactionValuationMethodRiskFreeInterestRate,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockIssuedDuringPeriodValueShareBasedCompensation,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,AccountsPayableCurrentAndNoncurrent,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,ConvertibleNotesPayable,DebtConversionConvertedInstrumentAmount1,OtherGeneralAndAdministrativeExpense,ProceedsFromLinesOfCredit,SaleOfStockConsiderationReceivedPerTransaction,SaleOfStockNumberOfSharesIssuedInTransaction,SharesIssued,AdvancesToAffiliate,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashEquivalentsAtCarryingValue,CurrentFederalTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,IncreaseDecreaseInPrepaidExpense,OtherOperatingIncomeExpenseNet,StockIssuedDuringPeriodSharesOther,EarningsPerShareBasic,EarningsPerShareDiluted,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic,NetIncomeLossAvailableToCommonStockholdersBasic,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,OtherIncome,y
0,0,1500.0,3039.0,0.0,3043.0,3039.0,0.0,29261.0,24261.0,0.0,1918.0,24261.0,15412.0,110.0,0.0,0.0,0.001,75000000.0,30000000.0,30000000.0,30000.0,0.0,0.0,9145.0,3043.0,0.0,16715.0,29732.0,0.0,0.0,36382.0,34586.0,2676.0,34586.0,0.0,935.0,0.0,0.0,91068.0,264203.0,0.0,189372.0,163830.0,0.0,0.0,117000.0,0.0,0.0,0.0,0.34,-0.201,-0.009,-53746.0,0.0,739.0,0.0,26898.0,0.0,0.0,0.0,6650.0,638.0,-6650.0,0.0,0.0,0.0,27405.0,0.0,1280.0,0.0,690.0,7872.0,1387.0,0.0,29261.0,208475.0,33285.0,260000.0,0.0,33285.0,5000.0,30000.0,-5000.0,-739.0,-739.0,-39858.0,-1276.0,38000.0,38000.0,25600.0,25600.0,38000.0,739.0,-39858.0,141582.0,0.0,0.0,0.0,5000.0,1123.0,0.001,100000000.0,16000.0,2925.0,30000.0,5000.0,32000.0,25600.0,0.0,0.0,20500.0,0.0,-23482.0,911.0,3039.0,-739.0,0.0,0.0,0.0,16778.0,0.0,1.95,0.0007,29261.0,-76724.0,10000.0,4000000.0,315790.0,10000.0,16000.0,10000.0,1263.0,5000.0,3043.0,5581.0,5000.0,-9145.0,30000000.0,15000.0,0.0,34116.0,69200.0,31000.0,260000.0,5000.0,10000.0,250000.0,52332.0,77.0,0.0,0.0,0.0,0.0,2250.0,250000.0,0.0,0.0,0.0,1.32,0.0128,35728221.0,35728221.0,-160075.0,-7454.0,0.0,0
1,0,6184.0,,3043.0,3039.0,0.0,0.0,29261.0,24261.0,0.0,1918.0,24261.0,5848.0,-1097.0,0.0,201451.0,0.001,75000000.0,30000000.0,30000000.0,30000.0,0.0,0.0,12274.0,3039.0,0.0,225884.0,36382.0,0.0,0.0,51114.0,29732.0,,29732.0,,1929.0,58082.0,,91068.0,189372.0,0.0,322285.0,163830.0,0.0,0.0,117000.0,931.0,0.0,0.0,,-0.207,-0.034,,,739.0,5000.0,39858.0,0.0,0.0,0.0,14732.0,,-15370.0,17128.0,0.0,0.0,22500.0,0.0,1036.0,0.0,0.0,,,0.0,29261.0,208475.0,229033.0,260000.0,0.0,39661.0,5000.0,30000.0,-5000.0,-739.0,-739.0,-39858.0,-1086.0,38000.0,38000.0,25600.0,25600.0,38000.0,739.0,-17808.0,243398.0,6675.0,-935.0,3043.0,5000.0,,0.001,100000000.0,0.0,,30000.0,5000.0,32000.0,25600.0,0.0,0.0,,0.0,-28159.0,628.0,,-739.0,10250.0,0.0,5116.0,13205.0,,,,29261.0,-76724.0,,,,10000.0,16000.0,,1387.0,5000.0,,5581.0,5000.0,4854.0,30000000.0,15000.0,0.0,34116.0,69200.0,31000.0,260000.0,5000.0,10000.0,250000.0,52332.0,98889.0,0.0,0.0,0.0,0.0,2250.0,,0.0,0.0,0.0,1.5,0.0395,35851559.0,35851559.0,-188308.0,,,0
2,0,,,13019.0,,0.0,74319.0,29261.0,24261.0,0.0,1918.0,24261.0,21938.0,-1057.0,,201451.0,0.001,75000000.0,30000000.0,30000000.0,30000.0,,0.0,,18432.0,,-225884.0,,0.0,,,,7590.0,,0.0,,58082.0,-53746.0,35747.0,322285.0,0.0,322285.0,163830.0,0.0,15000.0,144175.0,,,,0.308,0.207,,-58082.0,126291.0,0.0,,-31666.0,,0.0,0.0,,,,,0.0,3655.0,22499.0,,3859.0,0.0,0.0,,1388.0,0.0,29261.0,208475.0,356401.0,260000.0,0.0,34116.0,5000.0,30000.0,-5000.0,-739.0,0.0,-17808.0,-4319.0,38000.0,38000.0,25000.0,25000.0,0.0,0.0,-23482.0,685051.0,10364.0,,3039.0,5000.0,1123.0,0.001,100000000.0,2250.0,,30000.0,5000.0,27175.0,50600.0,5000.0,0.0,,,-34345.0,866.0,,-739.0,,,,18006.0,,,,29261.0,116582.0,16000.0,,,10000.0,16000.0,70200.0,1387.0,5000.0,,5581.0,,14732.0,,,0.0,0.0,,,260000.0,,,,52332.0,98889.0,,,,0.0,2250.0,,,,,,,35973557.0,35973557.0,,,3000.0,0
3,3000,,,13019.0,18432.0,,40682.0,10936.0,5936.0,24261.0,,-1130.0,98812.0,-2034.0,0.0,201451.0,,,,,,0.0,121502.0,,,,-225884.0,,0.0,0.0,143860.0,,,36382.0,,9214.0,58082.0,,,322285.0,245382.0,322285.0,186330.0,20500.0,15000.0,144175.0,,0.0,0.0,,0.203,,58082.0,,739.0,0.0,-34345.0,0.0,0.0,0.0,,,,,6014.0,15655.0,-17405.0,0.0,2823.0,0.0,0.0,,,3000.0,10936.0,319309.0,356401.0,260000.0,5000.0,34116.0,,0.0,0.0,-1130.0,-739.0,-17808.0,,101285.0,68000.0,25000.0,25000.0,0.0,739.0,-5674.0,441621.0,2250.0,,,0.0,,,100000000.0,2250.0,,0.0,30000.0,20500.0,0.0,5000.0,0.0,,0.0,-52674.0,866.0,,-22064.0,,0.0,,10875.0,,,,,-116582.0,,,,1153334.0,,70200.0,1387.0,5000.0,,,,95422.0,30000000.0,,0.0,0.0,,,260000.0,,,,108032.0,98889.0,,,,0.0,4500.0,,0.01,0.01,,,,35851559.0,35851559.0,,,,0
4,3000,,,13019.0,,0.0,82596.0,12754.0,7754.0,24261.0,,-18325.0,-63480.0,15412.0,0.0,201451.0,,,,,,,163416.0,,18432.0,,-225884.0,,,,,,,,0.0,,14165.0,-58082.0,,322285.0,209635.0,322285.0,146425.0,4000.0,15000.0,144175.0,,0.0,,0.21,,,-142104.0,14000.0,1644.0,,-18101.0,,0.0,0.0,,,,,3000.0,,-17405.0,,8104.0,0.0,0.0,,151388.0,18000.0,12754.0,249339.0,356401.0,,5000.0,34116.0,,0.0,0.0,-18325.0,,-17808.0,-1036.0,107661.0,68000.0,25000.0,25000.0,0.0,7144.0,-28159.0,945284.0,,,,0.0,1123.0,,,2250.0,,0.0,30000.0,,0.0,30000.0,15000.0,,5500.0,-61746.0,866.0,,-35246.0,,0.0,,12989.0,,,,7936.0,-116582.0,0.0,,,,,,,,,,,,30000000.0,,0.0,,,,260000.0,,,,160719.0,98889.0,,,,2250.0,6750.0,,0.0,0.0,,,,35973557.0,35973557.0,,,,0
5,4500,,,13019.0,18432.0,,,12655.0,7655.0,24261.0,2111.0,,,5848.0,,,0.001,75000000.0,30000000.0,30000000.0,30000.0,-8500.0,204419.0,,,,-225884.0,,,,198510.0,,,51114.0,212.0,93.0,14165.0,-14165.0,,322285.0,180181.0,,,54582.0,15000.0,144175.0,,0.0,,0.21,,,66740.0,,2825.0,,-52674.0,0.0,,0.0,,,,,,27655.0,,64.0,4245.0,,0.0,,,19500.0,12655.0,30168.0,356401.0,,5000.0,34116.0,5000.0,,0.0,,-7144.0,-5674.0,-3859.0,34116.0,0.0,25000.0,25000.0,,21325.0,-4677.0,,,,,0.0,,0.001,,2250.0,,0.0,,,0.0,,,,18500.0,-116433.0,866.0,,-36845.0,,0.0,6872.0,2114.0,,,,-5246.0,-116582.0,,,,,,,,,,,,59564.0,30000000.0,,,,,,,,,,,35409.0,,,,-750.0,,,0.0,0.0,,,,37376891.0,37376891.0,,,,0
6,4500,,,,,74319.0,124510.0,12655.0,7655.0,24261.0,2111.0,-16507.0,-98591.0,21938.0,,1395348.0,0.001,75000000.0,30000000.0,30000000.0,30000.0,-20500.0,204419.0,,36000.0,,-180411.0,,,,,,,,0.0,188.0,14165.0,76903.0,,,180181.0,336450.0,,54582.0,15000.0,144175.0,,,,,,,11956.0,,,,-18329.0,0.0,0.0,0.0,,,,,3000.0,,0.0,,12741.0,0.0,,,152193.0,19500.0,12655.0,30168.0,,,38000.0,,5000.0,15000.0,-1123.0,-31507.0,-21325.0,-5674.0,-2823.0,34116.0,0.0,,,,,-31666.0,,,,,,0.0,0.001,,1500.0,,5000.0,80000.0,,,,15000.0,,,-259971.0,,,-36845.0,,,,14166.0,,,,-6845.0,-116582.0,,,,,,,,,,,,,,,0.0,,,,,,,,,298.0,,,,-1500.0,,,0.0,0.0,,,,37376891.0,37376891.0,,,,0
7,4500,,,26059.0,36000.0,,,12655.0,7655.0,24261.0,,,,98812.0,,1395348.0,0.001,75000000.0,30000000.0,30000000.0,30000.0,-12000.0,204419.0,,,,-138498.0,,,,,,,146536.0,,,,,,336450.0,180181.0,0.0,,54582.0,,,,,,0.21,,,,,1181.0,,-73189.0,0.0,,0.0,,,,,,27405.0,,190.0,,,0.0,,,19500.0,12655.0,30168.0,416039.0,,38000.0,79589.0,5000.0,,,,,-28159.0,-61850.0,34116.0,0.0,,,0.0,14181.0,,,,,,,0.0,0.001,,750.0,,,,,,,,,13000.0,-133600.0,773.0,,-36845.0,,,1756.0,,,,,-6845.0,-134390.0,,,,,,,150000.0,,,,,,,,0.0,,,,,,,,,582.0,,,,750.0,,,,,,,,,,,,,0
8,4500,,,49481.0,,40682.0,165513.0,12655.0,7655.0,24261.0,2111.0,-16606.0,-98307.0,,,1395348.0,0.001,75000000.0,30000000.0,30000000.0,30000.0,-32500.0,204419.0,,,,-96584.0,,,,,,,,,282.0,,91068.0,,336450.0,180181.0,0.0,,54582.0,25000.0,147830.0,,,,,,,,14000.0,,,,,0.0,0.0,,,,,4500.0,22500.0,20500.0,,5186.0,0.0,,,5581.0,19500.0,12655.0,30168.0,0.0,260000.0,68000.0,0.0,5000.0,15000.0,-1123.0,-31606.0,-14181.0,-4677.0,,34116.0,121502.0,,,0.0,,-16180.0,,,,,,0.0,0.001,,3000.0,,5000.0,215000.0,,,,10000.0,,,-160075.0,678.0,,-36845.0,,,,1177.0,,,,-6845.0,-134390.0,,,,,16000.0,,,,,,,,,,0.0,,,,,,,,,426.0,,,,,,,0.01,0.01,,,,37376891.0,37376891.0,,,,0
9,11000,,,388049.0,0.0,82596.0,55581.0,11258.0,6258.0,,2111.0,-1397.0,-98463.0,,,,,,,,,,260000.0,,,,-55581.0,,,,,,,,,93.0,,112651.0,,245382.0,168225.0,,,167469.0,50000.0,182080.0,,,,,,,,,,,-178179.0,,0.0,0.0,,,,,6500.0,-17405.0,73200.0,,11785.0,0.0,,,5581.0,36000.0,11258.0,34976.0,0.0,260000.0,,0.0,,10000.0,-1123.0,-11397.0,-34507.0,-16244.0,,79589.0,204419.0,25000.0,25000.0,0.0,,-34155.0,,,,,,,,100000000.0,,,5000.0,340000.0,,,,25000.0,,,-26475.0,491.0,,-54742.0,,,,14173.0,,,,,-140064.0,,,,,,,,,,,,,,,,,,,,,,,,426.0,,,,,,,,,,,,,,,,,0
