,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableCurrent,AccountsPayableCurrentAndNoncurrent,AccountsPayableOtherCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsReceivableNetCurrent,AccretionExpense,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdvancesToAffiliate,AllowanceForDoubtfulAccountsReceivableWriteOffs,AllowanceForLoanAndLeaseLossesForeignCurrencyTranslation,AllowanceForLoanAndLeaseLossesWriteOffs,AllowanceForLoanAndLeaseLossesWriteoffsNet,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetRetirementObligation,AssetRetirementObligationAccretionExpense,AssetRetirementObligationForeignCurrencyTranslationGainLoss,AssetRetirementObligationsNoncurrent,Assets,AssetsCurrent,CapitalExpendituresIncurredButNotYetPaid,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashPeriodIncreaseDecrease,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ConvertibleDebt,ConvertibleDebtCurrent,CostOfGoodsSold,CostsIncurredAcquisitionOfOilAndGasProperties,CostsIncurredExplorationCosts,DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,DebtInstrumentDecreaseForgiveness,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateStatedPercentage,DecreaseInRestrictedCash,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilitiesNet,DeferredTaxAssetsInvestments,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilities,DeferredTaxLiabilitiesNoncurrent,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DepositAssets,Deposits,DepositsAssetsNoncurrent,Depreciation,DepreciationAndAmortization,DepreciationNonproduction,DerivativeAssetFairValueGrossLiability,DerivativeGainLossOnDerivativeNet,DerivativeGainOnDerivative,DerivativeInstrumentsAndHedgesLiabilities,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DueFromAffiliates,DueFromOfficersOrStockholdersCurrent,DueFromOtherRelatedParties,DueFromOtherRelatedPartiesCurrent,DueFromRelatedParties,DueFromRelatedPartiesCurrent,DueFromRelatedPartiesNoncurrent,DueToOfficersOrStockholdersCurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToOtherRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCash,EffectOfExchangeRateOnCashAndCashEquivalents,EffectOfExchangeRateOnCashContinuingOperations,EquipmentExpense,ExplorationAndProductionCosts,FairValueAssumptionsExercisePrice,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossUnrealized,GainLossOnContractTermination,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,ImpairmentOfIntangibleAssetsFinitelived,ImpairmentOfOilAndGasProperties,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationOtherReconcilingItems,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidExpensesOther,IncreaseDecreaseInReceivables,InterestAndDebtExpense,InterestExpense,InterestExpenseOther,InterestIncomeOperating,InterestIncomeOther,InterestPaid,InterestPayableCurrent,InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,InvestmentIncomeInterest,InvestmentIncomeNet,Investments,LaborAndRelatedExpense,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansAndLeasesReceivableGainLossOnSalesNet,LoansAndLeasesReceivableRelatedParties,LoansPayableCurrent,LoansReceivableNet,LoansReceivableWithFixedRatesOfInterest1,LongTermInvestments,LongTermNotesPayable,ManagementFeeExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NotesAndLoansPayable,NotesAndLoansPayableCurrent,NotesAndLoansReceivableNetCurrent,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NumberOfOperatingSegments170,NumberOfOperatingSegments171,OfficersCompensation,OilAndGasPropertyFullCostMethodGross,OilAndGasPropertyFullCostMethodNet,OilAndGasRevenue,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossBeforeTax,OtherComprehensiveIncomeLossTax,OtherExpenses,OtherGeneralAndAdministrativeExpense,OtherIncome,OtherNotesPayableCurrent,OtherReceivablesNetCurrent,OtherShortTermBorrowings,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireInvestments,PaymentsToAcquireLoansReceivable,PaymentsToAcquireNotesReceivable,PaymentsToAcquireOilAndGasEquipment,PaymentsToAcquireOilAndGasProperty,PaymentsToAcquireOilAndGasPropertyAndEquipment,PaymentsToAcquireOtherPropertyPlantAndEquipment,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentGrossPeriodIncreaseDecrease,PropertyPlantAndEquipmentNet,ReceivablesNetCurrent,RelatedPartyTaxExpenseDueToAffiliatesCurrent,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RestrictedCashAndCashEquivalents,RetainedEarningsAccumulatedDeficit,SalariesAndWages,SalariesWagesAndOfficersCompensation,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,StockholdersEquity,StockholdersEquityNoteSubscriptionsReceivable,StockIssued,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueStockOptionsExercised,TravelAndEntertainmentExpense,UnprovedOilAndGasPropertySuccessfulEffortMethod,UnsecuredDebt,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesIssuedBasic,WeightedAverageNumberOfSharesOutstandingBasic,y
0,98410,337506.0,158831.0,558591.0,36000.0,28665.0,9681.0,0.0,47026.0,35937.0,12333.0,0.0,532752.0,156556350.0,14000.0,-579952.0,10500.0,-25000.0,-15380.0,-352.0,16522.0,5323698.0,21515.0,1703.0,1272.0,0.0,9815.0,9815.0,0.0,0.0,0.0,-78487.0,459481.0,-395622.0,-16279.0,0.4,1273698.0,1273698.0,80000.0,0.001,-110000.0,750000000.0,104323069.0,104323069.0,50000.0,12523.0,-142604.0,10224.0,4.0,4.0,13142.0,137420185.0,393517.0,700000.0,0.0,57260.0,0.1,-92480.0,-9500000.0,16215677.0,158000.0,0.0,342000.0,24000.0,300000.0,-342000.0,73349071.0,16215677.0,16215677.0,43961.0,22048.0,43961.0,0.0,0.0,4297.0,0.0,0.0,0.0,2590477.0,150136.0,0.0,146559.0,48831.0,53428.0,53428.0,10500.0,10500.0,97422.0,10500.0,62053.0,334869.0,60500.0,72553.0,48831.0,-0.001,0.0,-0.001,0.35,0.35,-5324.0,9275.0,31674.0,-3176.0,1701000.0,1.5,0.0,1.96,0.011,579952.0,0.0,-23919.0,0.0,0.0,-74188.0,0.0,0.0,-294114.0,-39792029.0,-8542000.0,0.0,0.0,-102940.0,593000.0,-1198000.0,-248045.0,-18861.0,39434.0,-9008.0,100072.0,0.0,3432.0,4709.0,-72497.0,0.0,-73831.0,0.0,73831.0,-243.0,164.0,111.0,55753.0,14000.0,93.0,-62.0,-1500000.0,0.0,3758.0,183861.0,9815.0,158910.0,105260.0,106150.0,555753.0,99135.0,16522.0,1500000.0,500000.0,80487.0,0.0,0.0,-78487.0,-1699.0,-39532473.0,19965.0,0.0,0.0,0.0,19965.0,559940.0,527084.0,1.0,1.0,117052.0,164000.0,587770.0,0.0,181528.0,-84542.0,3450000.0,-37889.0,-60127.0,74111.0,-211447.0,30468.0,-432.0,18825.0,4680.0,559940.0,74951.0,1000000.0,76544.0,0.0,0.0,0.0,379175.0,-9131.0,50530.0,5798.0,24099.0,0.0,560000.0,24250.0,0.0,18000.0,-86958.0,30000.0,480000.0,82700.0,7720.0,-6840780.0,3995.0,63988.0,71284.0,60789.0,100072.0,420000.0,-177525.0,0.0,92480.0,-694370.0,0.0,107172.0,107021.0,2.35,0.0068,750000.0,2600000.0,0.1,5957000.0,26000.0,0.1,0.1,992197.0,-1699.0,-110000.0,0.0,0.0,1000000.0,73821.0,800000.0,400000.0,300000.0,152170000.0,75633.0,23000.0,193000.0,30000.0,70649.0,0.0,99135.0,103189736.0,104323069.0,28929868.0,103189736.0,0
1,98410,,1309679.0,558591.0,,39360.0,9681.0,0.0,47026.0,35937.0,16630.0,-15380.0,532752.0,156556350.0,14000.0,,,,,-8.0,88738.0,5323698.0,21515.0,558.0,1272.0,0.0,9815.0,82265.0,0.0,0.0,4017.0,-90135.0,459481.0,-313818.0,-20935.0,,1000000.0,1273698.0,1080000.0,0.001,,750000000.0,104323069.0,104323069.0,,12523.0,-34708.0,130886.0,2376.0,1235.0,6102.0,50000.0,95902.0,700000.0,0.0,57261.0,0.1,,-9500000.0,,,0.0,541000.0,,330000.0,-705000.0,73349071.0,16215677.0,16215677.0,43961.0,32594.0,43961.0,,800.0,891.0,0.0,200489.0,,2590477.0,,0.0,162387.0,,53428.0,,10500.0,10500.0,97422.0,0.0,130884.0,,60500.0,10500.0,500000.0,,,,0.35,0.35,,-14763.0,-120.0,,1370000.0,,0.0,1.09,0.0111,579952.0,9275.0,-228307.0,,,-41025.0,,568612.0,-1197733.0,-40013284.0,-325000.0,0.0,0.0,363227.0,,,-124418.0,-106650.0,-86932.0,42992.0,937.0,0.0,,-13488.0,-11636.0,16036.0,-73966.0,,,,62.0,259.0,57261.0,,65.0,-1500000.0,1500000.0,,,183861.0,9815.0,158910.0,,,555753.0,,,1500000.0,500000.0,25503.0,18000.0,0.0,-108135.0,,-39528344.0,19965.0,614708.0,25000.0,0.0,19965.0,18825.0,545606.0,1.0,1.0,155834.0,,587770.0,18632.0,38924.0,-154409.0,,-101811.0,-191013.0,,,15305.0,251.0,19943.0,4680.0,,,1000000.0,99135.0,25000.0,63988.0,0.0,644313.0,-8877.0,72578.0,5798.0,,0.0,,50000.0,535285.0,68000.0,205526.0,,480000.0,18000.0,,-685615.0,,63988.0,71284.0,65421.0,100072.0,,-212340.0,0.0,,-694370.0,37211.0,,,,,,2600000.0,0.1,7797000.0,286000.0,,0.1,992197.0,,,18000.0,18000.0,,73621.0,800000.0,400000.0,300000.0,1800000.0,,,720000.0,,25278.0,26658.0,99135.0,,,29569905.0,,0
2,98410,337506.0,652270.0,588138.0,95584.0,15632.0,9681.0,0.0,47026.0,74890.0,,-14763.0,532752.0,156556350.0,14000.0,,,,,105260.0,,5323698.0,21688.0,2264.0,1272.0,30661.0,9815.0,82265.0,0.0,,4017.0,-94162.0,459481.0,-358118.0,-26858.0,0.4,,1273698.0,,0.001,-110000.0,750000000.0,104323069.0,104323069.0,50000.0,12523.0,-181528.0,120662.0,199999.0,211017.0,5768.0,150000.0,185626.0,950000.0,0.0,55753.0,0.1,,-9500000.0,,,,,,,,16215677.0,16215677.0,,43648.0,32224.0,43961.0,800.0,1600.0,1782.0,0.0,,-200489.0,2590477.0,150136.0,0.0,,445912.0,53428.0,,162387.0,10500.0,97422.0,,,334869.0,60500.0,130884.0,,-0.001,0.0,-0.001,,,-2800.0,-5324.0,-31710.0,,1372000.0,,0.0,1.26,0.0079,579952.0,,,0.0,0.0,-137639.0,568612.0,0.0,,-221255.0,,-9500000.0,0.0,-363227.0,738000.0,,,,,64520.0,-84036.0,0.0,,4315.0,-9394.0,-84036.0,-134.0,25011.0,2055.0,-432.0,243.0,506.0,,,156.0,,1500000.0,37211.0,,1804640.0,9815.0,158910.0,,,555753.0,99135.0,,1500000.0,500000.0,106524.0,118000.0,0.0,-212162.0,-1400.0,-16982.0,18723.0,539627.0,,150000.0,18723.0,18825.0,,1.0,1.0,108262.0,300000.0,575763.0,18632.0,294114.0,-69867.0,,,-380233.0,227935.0,-2230649.0,65669.0,,,2528.0,,,1000000.0,99135.0,,,0.0,715499.0,,39530.0,5798.0,35806.0,50000.0,,,,100000.0,221828.0,,280000.0,100700.0,17970.0,,,63988.0,71284.0,65421.0,100072.0,,500000.0,0.0,,-694370.0,,,,2.65,0.0122,,2300000.0,,4640000.0,241500.0,,0.1,992197.0,-3099.0,,0.0,0.0,,,1273698.0,,300000.0,,,300000.0,720000.0,30000.0,-3008.0,26658.0,99135.0,104323069.0,104323069.0,28898624.0,104323069.0,0
3,110811,337506.0,652270.0,632983.0,95584.0,15632.0,9681.0,,7598.0,99765.0,16630.0,16329.0,708024.0,157114532.0,,,,,,,,5253698.0,21900.0,,1272.0,31259.0,4884.0,82265.0,16658.0,,4017.0,6284.0,459481.0,-282586.0,-26220.0,0.4,,1273698.0,1080000.0,,-110000.0,,,,50000.0,,-38924.0,-153933.0,199999.0,,5683.0,200000.0,273495.0,2823698.0,150000.0,55753.0,0.1,-801.0,-9500000.0,,,,632000.0,,346000.0,-932000.0,16215677.0,16215677.0,16215677.0,43498.0,,43648.0,,,2673.0,,,0.0,2590477.0,652373.0,41528.0,,445912.0,53428.0,,12516.0,10500.0,97422.0,,,448720.0,10500.0,130884.0,500000.0,,0.0,,0.35,0.35,1211.0,-6088.0,,,1410000.0,,0.0,1.26,0.0079,579952.0,-14763.0,29443.0,,,-63451.0,,568612.0,-708700.0,-40345781.0,-14272000.0,,0.0,227472.0,21000.0,,-130000.0,-43000.0,-132000.0,-14925.0,-99271.0,25271.0,,3834.0,454.0,,-87398.0,,,-251.0,,148.0,,,49.0,,1500000.0,59246.0,,1991519.0,4884.0,121311.0,,,555753.0,97422.0,,1500000.0,500000.0,24225.0,100000.0,-10000.0,-93716.0,,11884.0,18475.0,539627.0,,0.0,18475.0,18519.0,,,1.0,,,568151.0,4239.0,211374.0,-217617.0,,,,,,35201.0,-575.0,,3279.0,,,1000000.0,9275.0,,,10000.0,109933.0,,7809.0,3938.0,35806.0,0.0,,,,100000.0,246437.0,,509479.0,18000.0,10250.0,,,63988.0,71284.0,64973.0,16036.0,,500000.0,227447.0,,-836974.0,,0.0,,2.65,0.0122,,2300000.0,0.1,4160000.0,27600.0,,0.1,,,,,18000.0,,800000.0,1273698.0,,300000.0,,,,200000.0,,-373.0,26658.0,99135.0,,,29890874.0,,0
4,135559,337506.0,652269.0,,95584.0,15632.0,10251.0,1704.0,7526.0,,16630.0,16329.0,708023.0,158712932.0,14000.0,,,,,,,,,605.0,-659.0,31259.0,2057.0,82265.0,,0.0,946.0,946.0,63859.0,-163279.0,-4432.0,0.4,,1000000.0,1080000.0,,-110000.0,,,,50000.0,,-294114.0,74111.0,,,,300000.0,530293.0,,,,,99271.0,,,,,,,,,,,,,32224.0,43462.0,,,3564.0,41528.0,,0.0,,2590477.0,419329.0,,445912.0,52999.0,,,10500.0,,,,48831.0,21850.0,130884.0,,0.0,0.0,0.0,,,-772.0,-764.0,,,1411000.0,,0.0,1.26,0.0079,,,59850.0,0.0,0.0,280997.0,568612.0,0.0,,-332497.0,,,0.0,,219000.0,,,,,110811.0,1702.0,25271.0,,-3938.0,17721.0,,-15217.0,,2055.0,,-62.0,801.0,,,102.0,-1500000.0,1500000.0,,,1991519.0,2057.0,157409.0,,,57260.0,97422.0,,,,47688.0,754722.0,,-753777.0,-28124.0,,19070.0,539627.0,,,,19943.0,,,1.0,,,,4272.0,341157.0,-63208.0,,,-153933.0,-6840780.0,-2232913.0,133348.0,721.0,,,,,,,,63988.0,,13262.0,,,1404.0,35806.0,527275.0,,,614708.0,238797.0,-639233.0,30000.0,509479.0,121700.0,30399.0,,,,71284.0,54654.0,801.0,,500000.0,100000.0,,-875898.0,,,107172.0,,,,2300000.0,,3100000.0,460000.0,,0.1,,-8223.0,,,0.0,,,1273698.0,,,,,118000.0,200000.0,30000.0,,26658.0,99135.0,27357176.0,104355946.0,29904046.0,27357176.0,0
5,173361,,652269.0,632983.0,,15632.0,11795.0,,92557.0,99765.0,16630.0,16329.0,899690.0,160541632.0,,,,,-14763.0,,,4050000.0,21900.0,,1576.0,31259.0,108923.0,,,,653.0,-3072.0,145663.0,,,,,1000000.0,1080000.0,0.001,,750000000.0,105656402.0,105656402.0,,13856.0,-211374.0,227935.0,,,,,,,,,0.1,0.0,,,,,920000.0,,345595.0,-1250000.0,16215677.0,,,,32224.0,42846.0,1600.0,2400.0,,419329.0,,,,,379463.0,,445912.0,53895.0,,,63928.0,,,,48831.0,10500.0,180104.0,500000.0,,,,,,,,,,1435000.0,,,1.26,0.0079,0.0,-13881.0,-59850.0,0.0,0.0,107896.0,568612.0,,-355479.0,-40677573.0,,,,318000.0,,,-129613.0,-42754.0,-131873.0,12401.0,-98370.0,,,1860.0,,,-16871.0,25011.0,27123.0,,,295.0,,,53.0,,,22035.0,,1991519.0,108923.0,183861.0,,,57261.0,97422.0,,,1074041.0,23463.0,100000.0,,-103072.0,,22581.0,19060.0,539627.0,,150000.0,18475.0,19942.0,,,1.0,0.0,,568151.0,10198.0,129783.0,-3051341.0,,,,-6808128.0,,42816.0,,,3279.0,,,,,,0.0,,,,7809.0,4069.0,,0.0,,,,111350.0,,,509479.0,110600.0,380.0,,,63188.0,,54654.0,1702.0,,,0.0,,-988484.0,,,,,,,2300000.0,,2900000.0,1403000.0,,0.1,,,,,,,,1273698.0,,,,,,,30000.0,,,,27501396.0,106715229.0,29894089.0,27501396.0,0
6,173361,,652269.0,632983.0,,60000.0,11915.0,543.0,92557.0,99765.0,17521.0,16329.0,899690.0,160533964.0,,,,,,,,3050000.0,21900.0,1237.0,-1435.0,31259.0,108923.0,235222.0,308248.0,,78196.0,-3071.0,101363.0,412525.0,,,,1000000.0,,0.001,,750000000.0,105656402.0,105656402.0,100000.0,13856.0,-1345021.0,,,,,50000.0,97951.0,,150000.0,,0.1,,,,,,,,342000.0,,16215677.0,,,,32224.0,43498.0,,,891.0,379463.0,,65800.0,,,379463.0,,,54967.0,,,,,,,48831.0,10500.0,298021.0,,0.0,0.0,0.0,,0.35,-32645.0,5284.0,,,962000.0,,,,,0.0,,-39846.0,-25000.0,48948.0,-860922.0,0.0,,,-284590.0,,,0.0,,,,-954000.0,680000.0,,,,,,,,,,0.0,,,188.0,,,,164.0,,,,,,108923.0,183861.0,,,57261.0,97422.0,,,858084.0,70353.0,,-120948.0,-103071.0,-69974.0,10697.0,18618.0,,,0.0,18475.0,19942.0,,,,,,568151.0,9107.0,1479975.0,-89569.0,,,-717453.0,-1883255.0,-4697969.0,388771.0,,,3279.0,,,,,,63988.0,120948.0,,,7809.0,4069.0,38466.0,527275.0,,,,,-949321.0,,509479.0,514336.0,145815.0,,,62388.0,,54654.0,1702.0,,,11350.0,,-988484.0,,,,2.65,0.0122,,,,2280000.0,,,0.1,,260753.0,,,18000.0,,,,,,,,68000.0,,,,429196.0,,28929868.0,107488793.0,,28085718.0,0
7,173361,440824.0,652279.0,632983.0,,60000.0,12221.0,,92557.0,99765.0,18412.0,,899690.0,160719464.0,,,,,,,,2750000.0,21900.0,,-1816.0,,108923.0,272242.0,291590.0,98179.0,78196.0,653.0,176895.0,,-20016.0,,,1000000.0,,0.001,,750000000.0,105656402.0,105656402.0,,13856.0,-356537.0,,,,,150000.0,207003.0,2823698.0,0.0,,0.1,,,,,,1209000.0,,,-1555000.0,16215677.0,16215677.0,,,,43498.0,,,,379463.0,,,,,379463.0,,,62053.0,,,,,,,,10500.0,334869.0,,,,,,,,10608.0,,,970000.0,,,1.18,0.0067,,19449.0,,0.0,0.0,142604.0,,568612.0,-370324.0,-685615.0,,,,305000.0,,,,,,135559.0,3807.0,25271.0,,-1404.0,-5240.0,,2055.0,25011.0,39451.0,,62.0,900.0,,,62.0,,,83846.0,,1882662.0,108923.0,183861.0,,,57261.0,,,,766275.0,,766072.0,-110948.0,-765419.0,,15407.0,18825.0,535298.0,,150000.0,18475.0,19942.0,,,,,,568151.0,0.0,467543.0,,,,-791564.0,-1850603.0,-6340626.0,40074.0,,,3279.0,,,,,,0.0,110948.0,,,7809.0,4069.0,121761.0,0.0,,,561280.0,111350.0,,,,149000.0,1830.0,,,61588.0,,54654.0,1702.0,,,,,-988484.0,,,,,,,2300000.0,,1520000.0,4370000.0,,,,,,,0.0,,,,,,,,,,30000.0,,1701249.0,,30627927.0,107448793.0,,28234523.0,0
8,173361,,785154.0,,,,12221.0,1069.0,92557.0,,19303.0,20323.0,899690.0,,,,,,-617.0,,,2750000.0,,632.0,-1816.0,31629.0,108923.0,216045.0,,98179.0,78196.0,-3364.0,176895.0,-116825.0,,,,500000.0,,0.001,,750000000.0,105656402.0,105656402.0,-200000.0,13856.0,,,,,,150000.0,319392.0,,150000.0,,,,,,,,,,,,16215677.0,,,,33324.0,43498.0,800.0,3199.0,1782.0,379463.0,,,,,379463.0,,336679.0,62053.0,,,,,,,48831.0,10500.0,,,,,,,,-3451.0,,,,970400.0,,,1.39,0.0071,,,1471.0,,,-142604.0,568612.0,0.0,,-401025.0,,,,,,,,,,37149.0,2105.0,,,4394.0,,,-14658.0,0.0,1507.0,,251.0,394.0,,,243.0,,,,,1777855.0,108923.0,183861.0,,,57261.0,114441.0,,,532319.0,22665.0,111350.0,,-114714.0,-187214.0,,,527084.0,,150000.0,,19942.0,,,,,,,0.0,,-3131685.0,,,-2974283.0,,,58074.0,,,,,,,,,,,,,,4069.0,,,,,,238797.0,-974568.0,,,,,,,60789.0,,53763.0,1702.0,,,,,-988484.0,,,,2.46,0.0124,,,,780000.0,,,,,,,,18000.0,,,,,,,,,,,,1874976.0,,,108182357.0,,28576849.0,0
9,437855,610509.0,768397.0,491647.0,,,12221.0,-1069.0,,118234.0,20194.0,40722.0,,,,,,,,,,2750000.0,23170.0,,-1816.0,31754.0,,113351.0,905453.0,98179.0,78196.0,,176895.0,,,,,500000.0,,,110000.0,,,,-200000.0,,-145163.0,,,,,100000.0,429527.0,2823698.0,150000.0,,,,,,,,1208645.0,,,-1554240.0,,,,,33369.0,43498.0,,,2673.0,379463.0,,,,,,,203150.0,62053.0,,,0.0,,,,,,334869.0,,,,,,,,16013.0,,,587770.0,,0.0,1.51,0.0081,,33330.0,40472.0,-25000.0,48947.0,34708.0,39530233.0,,,-1052503.0,,,0.0,304240.0,,,,,,,,,,,,,-12603.0,,1508.0,,,,,,62.0,,,24600.0,,1739292.0,,,,,57261.0,108830.0,,1500000.0,532319.0,,,-752477.0,,,-7174.0,,545606.0,,0.0,19070.0,,,,,,,586449.0,0.0,126386.0,-169913.0,,,,,39545782.0,6258.0,,,4198.0,,,,,,63988.0,752477.0,,,13256.0,,,193000.0,,,,,,,,38400.0,1450.0,,,60789.0,71284.0,52872.0,,,,11350.0,,,,,,,,,2300000.0,,,5750000.0,,,,188864.0,,,0.0,,,,,,,,68000.0,,,,1401463.0,,,,,29569905.0,0
