,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedBonusesCurrent,AccruedIncomeTaxesCurrent,AccruedIncomeTaxesPayable,AccruedPayrollTaxesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalOther,AdvertisingExpense,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,CapitalLeasesFutureMinimumPaymentsDue,CapitalLeasesFutureMinimumPaymentsDueCurrent,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CompensationExpenseExcludingCostOfGoodAndServiceSold,ConversionOfStockSharesConverted1,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,ConvertibleLongTermNotesPayable,CostOfGoodsAndServicesSold,CostOfGoodsSold,CostOfRevenue,DebtConversionConvertedInstrumentAmount1,DebtConversionOriginalDebtAmount1,DebtCurrent,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleIfConvertedValueInExcessOfPrincipal,DebtInstrumentDecreaseForgiveness,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountPremiumNet,DebtInstrumentUnamortizedPremium,DeferredCompensationShareBasedArrangementsLiabilityCurrent,DeferredFinanceCostsNet,DeferredSalesInducementsAdjustments,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsOperatingLossCarryforwards,DepositsAssets,Depreciation,DepreciationAndAmortizationDiscontinuedOperations,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DerivativeLiabilityFairValueGrossAsset,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EmployeeRelatedLiabilitiesCurrent,FeesAndCommissions,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsNet,ForeignCurrencyTransactionGainLossBeforeTax,FreshStartAdjustmentIncreaseDecreaseCommonStock,GainLossOnInvestments,GainLossOnSaleOfAccountsReceivable,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReceivable,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueToOtherRelatedParties,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInIncomeTaxes,IncreaseDecreaseInIncomeTaxesReceivable,IncreaseDecreaseInInventories,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPropertyAndOtherTaxesPayable,IncreaseDecreaseInSecurityDeposits,InterestAndDebtExpense,InterestExpense,InterestExpenseTradingLiabilities,InterestIncomeExpenseNet,InterestIncomeSecuritiesTaxable,InterestPaid,InterestPaidNet,InventoryNet,InvestmentIncomeInterest,LeasesReceivableCommercialLeaseFinancing,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesOtherThanLongtermDebtNoncurrent,LoansPayableCurrent,LongTermDebtPercentageBearingFixedInterestRate,MachineryAndEquipmentGross,MarketingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,NotesAndLoansPayable,NotesPayableRelatedPartiesClassifiedCurrent,OfficersCompensation,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAssets,OtherCostOfOperatingRevenue,OtherExpenses,OtherGeneralAndAdministrativeExpense,OtherNoncashExpense,OtherNonoperatingIncomeExpense,OtherOperatingIncome,OtherOperatingIncomeExpenseNet,ParticipatingMortgageLoansUnamortizedDebtDiscountAmount,PaymentsOfDebtExtinguishmentCosts,PaymentsOfFinancingCosts,PostconfirmationDeferredFinancingCosts,PrepaidExpense,PrepaidExpenseCurrent,ProceedsFromCollectionOfLongtermLoansToRelatedParties,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromRelatedPartyDebt,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentNet,ReclassificationsOfTemporaryToPermanentEquity,RepaymentsOfDebt,RepaymentsOfMediumTermNotes,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SalariesAndWages,SalesRevenueGoodsGross,SalesRevenueGoodsNet,SecurityDeposit,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,SharesIssuedPricePerShare,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueShareBasedCompensation,TroubledDebtRestructuringDebtorCurrentPeriodGainLossOnTransferOfAssetsNetOfTax,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,WriteOffOfDeferredDebtIssuanceCost,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,OtherIncome,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax,EarningsPerShareDiluted,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesIssuedBasic,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,AccountsPayableRelatedPartiesCurrent,AccruedLiabilitiesCurrent,RelatedPartyTransactionDueFromToRelatedPartyCurrent,SellingGeneralAndAdministrativeExpense,y
0,3672,7481.0,-9402.0,12660.0,535500.0,1524.0,6201.0,3043.0,-703.0,419463.0,62720.0,3473.0,-32573.0,0.0,4341.0,4341.0,0.0,100000.0,100843.0,97325.0,72000.0,24000.0,18000.0,24000.0,6000.0,0.0,84665.0,-4169.0,412.0,0.0,0.001,75000000.0,3980000.0,3980000.0,3980.0,1473.0,4079360.0,4079360.0,0.0,0.0,0.0,6315.0,-5103.0,1473.0,14000.0,-78461.0,52600.0,3162.0,0.0,52600.0,-410890.0,-4341.0,-53685.0,53685.0,4341.0,0.0,30000.0,30000.0,12000.0,197437.0,2000.0,0.0,47262.0,0.0,0.0,83049.0,0.0,17418.0,2430.0,153528.0,0.0,0.0,0.0,1.0,195000.0,694.0,4861.0,20139.0,0.0,179.0,25233.0,2218.0,-1242.0,360.0,47223.0,-8141.0,-93988.0,-8141.0,43144.0,-93988.0,0.0,0.0,-133346.0,-0.02,0.0,0.0,3020.0,0.0,0.0,124.0,-291875.0,315.0,19500.0,15279.0,-61223.0,12152.0,-17920.0,8000.0,22000.0,-2895.0,3020.0,5941.0,-124.0,-5933.0,0.0,-1524.0,-2000.0,50443.0,320.0,50443.0,-320.0,539420.0,0.0,320.0,5933.0,2.0,419642.0,16725.0,100843.0,16725.0,9156.0,443606.0,0.4,3518.0,1000.0,2700.0,-3518.0,412.0,1473.0,-76148.0,1673.0,85298.0,443606.0,22000.0,144587.0,27088.0,20135.0,4500.0,82000.0,-197437.0,419642.0,14091.0,588.0,93939.0,75000.0,-42975.0,0.0,0.0,-31566.0,-1242.0,5000.0,419642.0,0.0,1624.0,25832.0,52500.0,2700.0,22372.0,14000.0,0.0,1473.0,-3518.0,3518.0,44541.0,-800.0,800.0,-36000.0,-115928.0,36997.0,61223.0,0.0,5103.0,5103.0,2000.0,64000.0,175000.0,2.1,52500.0,1473.0,2700.0,-75500.0,315700.0,-833931.0,13500.0,5365833.0,212219.0,3980000.0,30000.0,-8187.0,0.0,243.0,21528.0,0.0,19548208.0,19548208.0,2441.0,47643.0,7000.0,47643.0,79274.0,0
1,9494,7481.0,-9384.0,12660.0,535500.0,1524.0,6201.0,3043.0,,2418733.0,62720.0,3473.0,,,,4341.0,0.0,,100843.0,97325.0,42000.0,18000.0,,,24000.0,412.0,84665.0,-1345.0,84665.0,0.0,0.001,75000000.0,3980000.0,3980000.0,3980.0,32092.0,4079360.0,1627777.0,60000.0,0.0,6315.0,6315.0,8241.0,3560.0,2000.0,-18876.0,52600.0,3162.0,-58026.0,6600.0,,-4341.0,53685.0,53685.0,4341.0,105000.0,30000.0,,146000.0,480974.0,2000.0,176.0,35428.0,83049.0,,83049.0,0.0,-17418.0,,153528.0,36000.0,,,1.0,195000.0,694.0,4861.0,20139.0,394.0,,25952.0,-9251.0,,855.0,41782.0,-93988.0,-25742.0,-116300.0,17402.0,-336249.0,-0.02,,-115903.0,,0.0,,4454.0,0.0,0.0,,-273382.0,-9123.0,-14786.0,26511.0,11340.0,-8084.0,-17920.0,0.0,0.0,9894.0,3043.0,-6201.0,,,-3816.0,-1524.0,,0.0,,,,107453.0,0.0,0.0,5933.0,,,16725.0,100843.0,16725.0,9156.0,489945.0,,,,0.0,0.0,85483.0,1473.0,-84186.0,537.0,93607.0,443606.0,10000.0,61037.0,12088.0,29694.0,1500.0,388759.0,-480974.0,22139.0,5849.0,,,,-30050.0,1787.0,0.0,-38890.0,-1242.0,5000.0,,3656.0,1624.0,47321.0,,0.0,8127.0,6000.0,8700.0,15945.0,0.0,3518.0,165424.0,800.0,800.0,81713.0,-115928.0,0.0,43782.0,16225.0,8241.0,8241.0,2000.0,64000.0,,,,1473.0,,75500.0,52500.0,-781094.0,114000.0,6500000.0,3980000.0,,419642.0,1141.0,22243.0,22171.0,-17861.0,,19674567.0,,2441.0,47643.0,28580.0,,61545.0,0
2,575,14536.0,9384.0,20177.0,,,1524.0,2907.0,,2418733.0,,,,0.0,4871.0,11833.0,0.0,,38866.0,35876.0,,,,,,84665.0,11919.0,4945.0,-35627.0,,,,,,,,5707137.0,1627777.0,,1370370.0,6315.0,6315.0,7486.0,,36130.0,,59200.0,,-58026.0,6600.0,,-4341.0,53685.0,53685.0,42499.0,315000.0,30000.0,,164000.0,,2000.0,352.0,,83049.0,,83049.0,,81277.0,,153528.0,48000.0,0.0,0.08,1.0,195000.0,694.0,4861.0,20139.0,1136.0,,3407.0,,-1242.0,0.0,68206.0,,-23100.0,-40544.0,-53585.0,,-0.04,,,,,,5941.0,6201.0,0.0,,,,-1061.0,1461.0,4647.0,-6647.0,-17920.0,,12000.0,28993.0,16.0,-6201.0,,2430.0,-3656.0,-1524.0,2000.0,,320.0,0.0,-320.0,,0.0,0.0,5933.0,2.0,,53443.0,38866.0,53443.0,,489945.0,,,,0.0,0.0,-35627.0,1473.0,,2034.0,107145.0,452893.0,20000.0,182430.0,46320.0,21886.0,6493.0,430000.0,,22139.0,-38190.0,5467.0,,,-51941.0,527.0,,,-1243.0,5000.0,,1624.0,5625.0,9287.0,,0.0,42891.0,12000.0,10200.0,-133346.0,0.0,2990.0,,800.0,,-62926.0,-234262.0,,104336.0,36957.0,,,2000.0,0.0,,,4500.0,1473.0,,-75000.0,,,18000.0,4990000.0,3980000.0,,,,22000.0,15186.0,3667.0,0.0,19612067.0,19548208.0,17627.0,,,,,0
3,576,6965.0,9384.0,9251.0,,,1524.0,5010.0,,2427482.0,112210.0,,,0.0,,49448.0,0.0,,62771.0,59956.0,,,,,,84665.0,49081.0,4754.0,-67517.0,0.0,0.001,75000000.0,4990000.0,4990000.0,4990.0,12794.0,5707137.0,,6315.0,,6315.0,6315.0,,,22928.0,-429766.0,59200.0,,-58026.0,,,4341.0,53685.0,53685.0,50723.0,315700.0,30000.0,,184000.0,,2000.0,176.0,,,,,,-115928.0,,,48000.0,,-0.01,1.0,195000.0,694.0,4861.0,20139.0,742.0,,21827.0,,,8141.0,-3731.0,,,-93988.0,-10440.0,,-0.1,,-43039.0,,,,0.0,6366.0,0.0,,-207987.0,,2027.0,-1461.0,-4989.0,-3198.0,,,24000.0,,-14.0,-6201.0,,,,,,,320.0,,,,0.0,0.0,5933.0,,,61499.0,62771.0,61499.0,,489945.0,,,,2700.0,-3518.0,-67517.0,1473.0,-64811.0,247.0,127456.0,473372.0,6000.0,37843.0,41079.0,-44810.0,151.0,483000.0,,22139.0,-24099.0,3827.0,,,-8198.0,2034.0,,,1242.0,,,1624.0,5625.0,29766.0,,2700.0,62926.0,6000.0,1500.0,-118334.0,-3518.0,2815.0,166397.0,,,,-325819.0,0.0,19197.0,20732.0,,,,105000.0,,,4500.0,1473.0,,,,,38000.0,,,,,,22243.0,1141.0,41114.0,,19674567.0,,3582.0,,,,,0
4,7557,6965.0,9384.0,9251.0,535500.0,,1524.0,5010.0,,2431858.0,112210.0,,,0.0,38158.0,,,,62771.0,59956.0,,,,,,84665.0,49081.0,3741.0,11919.0,,0.001,75000000.0,4990000.0,4990000.0,4990.0,,1627777.0,,6315.0,,,,3926.0,,37076.0,,6600.0,,,,,9212.0,48814.0,,3162.0,,,,201000.0,,,528.0,,,,83768.0,,-115928.0,,153528.0,48000.0,,-0.02,1.0,,,,,1673.0,,-2494.0,,-1243.0,93939.0,1766.0,,,-8141.0,0.0,,-0.07,,,,,,-1896.0,0.0,,,,,14536.0,,-20177.0,,719.0,,36000.0,,2907.0,,,-1531.0,,,,,,,,,0.0,0.0,,,,61499.0,62771.0,61499.0,,489945.0,,,,50500.0,0.0,12737.0,17115.0,,-49.0,138376.0,,12000.0,93939.0,79506.0,-77740.0,822.0,542000.0,,22139.0,,7175.0,,,-7678.0,247.0,,,,,,1624.0,5625.0,,,50500.0,71235.0,40000.0,11700.0,-209891.0,0.0,2815.0,,,,,-325819.0,,38842.0,56821.0,,,,105000.0,,,,,,,159750.0,,20000.0,6500000.0,3980000.0,,,,0.0,0.0,23253.0,0.0,19985708.0,19985708.0,3582.0,,,,,0
5,43,6965.0,9384.0,9251.0,535500.0,,0.0,5010.0,,2436233.0,112210.0,,,0.0,,,,,62771.0,59956.0,,,,,,84665.0,5000.0,,-72746.0,0.0,0.001,75000000.0,4990000.0,4990000.0,4990.0,,1627777.0,,6315.0,,11186.0,11186.0,,,14148.0,-429766.0,6600.0,,-58026.0,,,-10933.0,15527.0,15527.0,,,,,60000.0,,,,,83049.0,,18154.0,,-115928.0,,165140.0,,,-0.01,1.0,234000.0,2000.0,9028.0,18056.0,,,-4353.0,,-1242.0,8141.0,5497.0,,,-42905.0,0.0,,,,,,,,-72.0,6366.0,,,-66381.0,,7055.0,-1461.0,-7517.0,1500.0,,,,,-136.0,-4677.0,,,-1624.0,,,,,,,,,,3503.0,2.0,,61499.0,62771.0,61499.0,,,,,,,0.0,-72746.0,25240.0,,,153528.0,,6000.0,8141.0,38427.0,-32930.0,671.0,591000.0,,,,3348.0,,,520.0,0.0,,,,,,0.0,5625.0,,,,,18000.0,,-336249.0,0.0,2815.0,49519.0,,,,-325819.0,,19645.0,,,,,210000.0,,,,84118.0,,,4500.0,,17000.0,,,,,,14463.0,0.0,17913.0,,,,,,,,,0
6,3169,,,,535500.0,,,,,2436233.0,,,,,33287.0,,,,62771.0,59956.0,,,,,,49038.0,49081.0,4383.0,,,0.001,75000000.0,4990000.0,4990000.0,4990.0,,1627777.0,,11186.0,,5673.0,5673.0,24342.0,,93163.0,,6600.0,,,,,-11833.0,7303.0,7303.0,,,,,67000.0,,,,,83049.0,,12999.0,,-158967.0,,182639.0,48000.0,0.0,-0.02,1.0,273000.0,,11111.0,15972.0,,,-3120.0,,,42905.0,105284.0,,,-34764.0,42972.0,,,,,,,,6077.0,,,,,,,,,8500.0,-25233.0,,,,,-1524.0,,-3880.0,1624.0,,,,,,,,0.0,,7464.0,,,61499.0,62771.0,61499.0,,500569.0,,,,0.0,0.0,,15945.0,,,,,38000.0,42905.0,178811.0,-73527.0,8150.0,397000.0,,20056.0,,22757.0,,,-7678.0,-49.0,,,,,,,,,,0.0,13538.0,,,-110386.0,0.0,,,,,,-325819.0,,198447.0,,,,,315700.0,,,,84118.0,,,4500.0,,11000.0,7538356.0,4141896.0,,,,,0.0,-32017.0,0.0,19985708.0,19985708.0,3582.0,,,,,0
7,42011,6965.0,,9251.0,535500.0,,,5010.0,,2436233.0,112210.0,,,,,,,,,,,,,,,17148.0,,,-35584.0,,,,,,,,1627777.0,,5673.0,,3897.0,3897.0,,,49033.0,,6600.0,,,,,-53788.0,-4238.0,4238.0,,,,,171385.0,,2000.0,176.0,,,,9156.0,,-193718.0,,215070.0,60000.0,,,1.0,312000.0,,13194.0,13889.0,537.0,,,,,34764.0,21078.0,,,-62940.0,-42972.0,,,,,,,,-124.0,6366.0,,,-15991.0,,-516.0,,3409.0,1500.0,,,48000.0,,1967.0,-1524.0,,,1624.0,,,,,,,,0.0,,9813.0,12.0,,,,,,516401.0,,,,0.0,-25000.0,-86084.0,15945.0,,,,,18000.0,,118224.0,-97146.0,1657.0,448000.0,,17972.0,,11518.0,,,,2.0,,,,,,,,,,0.0,,6000.0,1500.0,-109635.0,,2815.0,5593.0,,,,,,70111.0,19864.0,,,,420700.0,,,,84118.0,,,9000.0,,83112.0,,,,,,32017.0,0.0,-14104.0,,,,,,,,,0
8,42011,11974.0,,33.0,,,,5253.0,,2436233.0,,,,0.0,46382.0,,,,35460.0,32821.0,,,,,,11919.0,,240.0,,,,,,,,,,,3897.0,,3162.0,3162.0,16856.0,,,,,,-58026.0,,,-53788.0,-4238.0,4238.0,,,,,170640.0,,2000.0,,,83768.0,,,,,,224473.0,72000.0,0.0,-0.01,,351000.0,,13194.0,11806.0,,,1233.0,,,62940.0,,,,,19872.0,,,,,,,,,,,,,,5009.0,-1461.0,9218.0,,-25952.0,,12000.0,,243.0,-1524.0,,-1360.0,,,,,,,,,0.0,,7293.0,,,77227.0,35460.0,77227.0,,543773.0,,,,36000.0,,,15945.0,,,,,,34764.0,,,,504074.0,,15889.0,,,,,-7678.0,,,,,,,,2813.0,,,,33849.0,,,-109635.0,,2639.0,,,,,-333960.0,,,,,,,,,,,84118.0,,,,,8000.0,8500000.0,4990000.0,,,,0.0,,46771.0,,,,,,,,,0
9,42011,22243.0,0.0,7033.0,,,,2969.0,,2440733.0,,,,,,,,,20694.0,18232.0,,,,,,49081.0,4986.0,,-16293.0,,,,,,,,,,1370370.0,,3162.0,3162.0,,,11957.0,,,,-58026.0,,,-53788.0,-4238.0,4238.0,,,,,197437.0,,2000.0,703.0,,18154.0,,1233.0,,,,224473.0,22372.0,,,1.0,351000.0,,13194.0,11806.0,2166.0,,,,,20035.0,19312.0,,,-20035.0,-19872.0,,,,,,,,1772.0,1549.0,,,-17679.0,,15279.0,,2218.0,,-3407.0,,8127.0,,-2041.0,-1524.0,,,1624.0,,,,,,,,320.0,,7293.0,370.0,,97212.0,20694.0,97212.0,,551124.0,,,,32573.0,,-16293.0,15945.0,,,,,6000.0,,38718.0,-19406.0,835.0,501900.0,,13806.0,,4343.0,,,,2.0,,,,,,,10000.0,,,,,24000.0,14963.0,-93386.0,,2462.0,4935.0,,,,-368724.0,,31269.0,84777.0,,,,105000.0,,,,,,,4500.0,,19065.0,,4990000.0,,,,0.0,,14754.0,,,,,,,,,0
