,AccountsPayableCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,AvailableForSaleDebtSecuritiesAmortizedCostBasis,AvailableForSaleSecurities,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleSecuritiesAmortizedCost,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,AvailableForSaleSecuritiesCurrent,AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,AvailableForSaleSecuritiesFairValueDisclosure,AvailableForSaleSecuritiesGrossUnrealizedLosses1,AvailableforsaleSecuritiesGrossUnrealizedGain,CashAndCashEquivalentsAtCarryingValue,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,ComprehensiveIncomeNetOfTax,ConvertiblePreferredStockSharesIssuedUponConversion,CostOfGoodsSold,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredOfferingCosts,DeferredRentCreditNoncurrent,DeferredRevenueCurrent,DeferredTaxAssetsDeferredIncome,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxCreditCarryforwardsResearch,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsValuationAllowance,DefinedContributionPlanCostRecognized,Depreciation,DepreciationDepletionAndAmortization,DividendsPreferredStock,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EmployeeBenefitsAndShareBasedCompensation,EmployeeRelatedLiabilitiesCurrent,GainLossOnSaleOfPropertyPlantEquipment,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfInvestments,ImpairmentOfLongLivedAssetsHeldForUse,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpenseResearchAndDevelopment,IncomeTaxReconciliationPriorYearIncomeTaxes,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInOtherNoncurrentLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInRestrictedCashForOperatingActivities,IncrementalCommonSharesAttributableToConversionOfPreferredStock,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,InterestExpense,InterestExpenseDebt,InterestPaid,InterestPayableCurrent,InventoryFinishedGoodsNetOfReserves,InventoryNet,InventoryWorkInProcessNetOfReserves,InvestmentIncomeAmortizationOfPremium,InvestmentIncomeInterest,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LicenseCosts,LicensesRevenue,LineOfCreditFacilityAmountOutstanding,LineOfCreditFacilityIncreaseAdditionalBorrowings,LineOfCreditFacilityRemainingBorrowingCapacity,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermNotesPayable,MarketableSecuritiesRealizedGainLoss,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NotesIssued1,NotesPayable,NotesPayableCurrent,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherDeferredCostsNet,OtherInventoryCapitalizedCosts,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherPrepaidExpenseCurrent,PaymentsForProceedsFromOtherInvestingActivities,PaymentsOfStockIssuanceCosts,PaymentsToAcquireMarketableSecurities,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromIssuanceInitialPublicOffering,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfConvertiblePreferredStock,ProceedsFromLongTermLinesOfCredit,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromStockOptionsExercised,PropertyPlantAndEquipmentDisposals,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,RepaymentsOfDebt,RepaymentsOfLongTermLinesOfCredit,ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,ResearchAndDevelopmentExpense,RestrictedCashAndCashEquivalents,RestrictedCashAndCashEquivalentsAtCarryingValue,RestrictedCashAndCashEquivalentsNoncurrent,RetainedEarningsAccumulatedDeficit,RevenueFromGrants,SaleOfStockConsiderationReceivedOnTransaction,SalesRevenueGoodsNet,SellingGeneralAndAdministrativeExpense,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,SharePrice,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueStockOptionsExercised,StockRepurchasedDuringPeriodShares,StockRepurchasedDuringPeriodValue,StraightLineRent,TemporaryEquityParOrStatedValuePerShare,TemporaryEquitySharesIssued,UnamortizedDebtIssuanceExpense,UnrecognizedTaxBenefits,UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,y
0,962000,3544000,408000,-8000.0,2483000,658000.0,3101000.0,1037000.0,-16000.0,52000.0,10481000.0,0.0,45079000,44328000,70488000.0,55540000.0,2000.0,55000.0,32130000.0,20277000.0,32122000.0,32130000.0,11554000.0,11550000.0,32122000.0,12000.0,4000.0,7076000.0,178.0,178.0,13965000.0,0.0,45000000.0,1399000,1399000,-16027000.0,11545000.0,14000.0,-6536000.0,11486000.0,2367000.0,7000.0,3847000.0,1533000.0,34534000.0,0.0,11486000.0,22809000.0,79000.0,3711000.0,198000.0,96000.0,34534000.0,154000.0,174000.0,45000.0,0.0,-4.91,-11.64,-4.91,1037000.0,1500000,-4000.0,6785000.0,4077000.0,0.0,0.0,0.0,6536000.0,19947000.0,-5451000.0,-2926000.0,-155000.0,-935000.0,2920000.0,16831000.0,4009000.0,12000.0,2000.0,209000.0,21819000.0,11533000.0,1054000.0,75000.0,0.0,147000.0,22000.0,400000.0,4009000.0,3609000.0,94000.0,28000.0,1572000.0,180000.0,18516000,45079000,16364000,411000.0,4488000.0,5000000.0,0.0,10000000.0,1500000.0,1500000.0,2000000.0,2764000.0,1000.0,14600000.0,58000.0,12597000.0,1945000.0,-16031000.0,21600000.0,5000000.0,1160000.0,1.0,21627000.0,-17550000.0,433000.0,410000.0,629000.0,23000.0,31000.0,0.0,4000.0,352000.0,0.0,137000.0,8000.0,930000.0,94000.0,938000.0,500000.0,2367000.0,32386000.0,100000.0,0.0,5000000.0,0.0,0.0,1058000,72600000.0,72479000.0,36287000.0,5000000.0,12697000.0,16000.0,0.0,1128000.0,720000,0.0,454000.0,454000.0,53029000.0,14842000.0,7403000.0,7403000.0,10366000.0,-83507000,930000.0,134625000.0,288000.0,6121000.0,631000.0,1436000.0,16.0,-55445000.0,158000.0,11545000.0,5060000.0,31429000.0,107743000.0,9000.0,72479000.0,1414000.0,58000.0,7000.0,1000.0,-5000.0,0.0,11533000.0,1076000.0,655000.0,-227000.0,0.0,0.0,655000.0,1412000.0,1377000.0,1412000.0,0
1,962000,3544000,408000,,2483000,,3101000.0,,,,1667000.0,,45079000,44328000,92672000.0,55540000.0,4000.0,134000.0,,,,,,,,,,,,178.0,2432000.0,0.0,45000000.0,1399000,1399000,,11545000.0,,,,354000.0,7000.0,3847000.0,,,0.0,,,,,,,,,,366000.0,0.0,,-1.57,,,1500000,-4000.0,,,,0.0,,,,,,,,,,,12000.0,3000.0,,,,,52000.0,,,22000.0,,,,237000.0,,,,18516000,45079000,16364000,,,5000000.0,,,,,,2764000.0,,,,,,,,,1160000.0,1.0,,,,,,,31000.0,0.0,,352000.0,0.0,637000.0,8000.0,,,938000.0,,,,,0.0,,0.0,0.0,1058000,72479000.0,,36287000.0,,,48000.0,,1128000.0,720000,0.0,1369000.0,,,,,7403000.0,8321000.0,-83507000,,,,13485000.0,631000.0,1436000.0,16.0,,,,5060000.0,,,,,,,,,,0.0001,11545000.0,,,,0.0,0.0,,14009000.0,10193000.0,1422000.0,0
2,1547000,3875000,850000,,3823000,,,221000.0,,,11420000.0,,37605000,26777000,,55540000.0,,,,16248000.0,,,,,,,18000.0,34577000.0,,,2394000.0,0.0,45000000.0,1446000,1446000,-2319000.0,,,,,,8000.0,,,,,,,,,,,,,54000.0,,,3.17,-0.17,0.32,858000.0,1605000,,1732000.0,,,0.0,,,,,-542000.0,,,80000.0,-12984000.0,,,1000.0,809000.0,-14416000.0,,,104000.0,,,,,,,265000.0,63000.0,,,28307000,37605000,14832000,308000.0,3366000.0,,,,5823000.0,,552000.0,,0.0,12901000.0,36304000.0,-696000.0,-22707000.0,,,11505000.0,,,,-1914000.0,,962000.0,,,37000.0,4000.0,,,,637000.0,8000.0,,,1081000.0,,,32386000.0,696000.0,0.0,5000000.0,0.0,0.0,1307000,,,,,,75000.0,,1275000.0,425000,,2759000.0,,,3240000.0,,6942000.0,8321000.0,-102270000,,,,12496000.0,438000.0,1956000.0,45.75,,,,2623000.0,,,,,,,,,-2000.0,0.0,,991000.0,,,0.0,0.0,187000.0,18423000.0,1399000.0,18423000.0,0
3,2152000,4862000,1043000,14000.0,189212000,,,858000.0,237000.0,52000.0,13334000.0,,96222000,87589000,,58230000.0,,,28842000.0,45279000.0,28856000.0,28842000.0,21658000.0,21664000.0,28856000.0,3000.0,,21676000.0,,0.0,2394000.0,,300000000.0,18325000,18325000,-11152000.0,,,,,,9000.0,,,,,,,,,,,,,,,,3.17,-1.07,0.32,,2173000,0.0,6879000.0,3059000.0,,,0.0,,,,,,,,,,6000.0,-1000.0,,,,,,,291000.0,,,,,,,,,27316000,96222000,16222000,1188000.0,12985000.0,,,0.0,,,,,,,,,,-1501000.0,21600000.0,11505000.0,,,4699000.0,-10848000.0,,,,,,,,,,621000.0,6000.0,,-405000.0,,,,,,0.0,5000000.0,0.0,0.0,621000,,,,10000000.0,246000.0,,0.0,1318000.0,275000,,,,53029000.0,15766000.0,,7657000.0,,-120306000,,,,37471000.0,438000.0,1956000.0,,,,,,,,43000.0,124999000.0,,,,,,0.0001,,,842000.0,,,0.0,,,1398000.0,,0
4,2152000,4862000,1043000,4000.0,189212000,1816000.0,,,,,,,96222000,87589000,,51076000.0,,,55536000.0,54894000.0,55540000.0,55536000.0,33279000.0,33293000.0,55540000.0,14000.0,,,,,2394000.0,0.0,300000000.0,18325000,18325000,,,,-14913000.0,,,9000.0,,,73687000.0,,,57010000.0,204000.0,8652000.0,2447000.0,160000.0,73687000.0,208000.0,,,,,-0.15,,,2173000,0.0,,,,0.0,,14913000.0,,-12512000.0,,,-1980000.0,,,,,-2000.0,,,,,52000.0,,,22000.0,,,,485000.0,,,379000.0,27316000,96222000,16222000,,,5000000.0,,,,,,2764000.0,0.0,,,,,,21600000.0,11505000.0,1160000.0,,,,,,,,37000.0,-57000.0,-31000.0,,,112000.0,446000.0,,,,,,,,,5000000.0,,,621000,,134973000.0,,,7372000.0,75000.0,0.0,1318000.0,275000,0.0,1420000.0,,53029000.0,,5062000.0,7657000.0,,-120306000,,,,24976000.0,438000.0,,,-81024000.0,,,,,,,,,123000.0,,,,,,906000.0,,,0.0,,,,,,0
5,2152000,4862000,1043000,4000.0,189212000,,,,382000.0,183000.0,1801000.0,0.0,96222000,87589000,,77706000.0,,,55536000.0,,55540000.0,55536000.0,33279000.0,33293000.0,,,,,,178.0,,0.0,300000000.0,18325000,18325000,,,,,,,9000.0,,,,,,,,,,,,,66000.0,,,-11.41,-3.95,-11.41,356000.0,2173000,,,9175000.0,,0.0,0.0,,,,,,,490000.0,-1924000.0,,6000.0,,3900000.0,-2668000.0,,,,0.0,,,,,,,35000.0,,,27316000,96222000,16222000,,,15000000.0,0.0,0.0,,,,,,-11921000.0,48000.0,-9000.0,-11912000.0,-5524000.0,,12241000.0,,,14527000.0,,,,,,37000.0,,,,,,571000.0,,-132000.0,,,,32386000.0,9000.0,0.0,5000000.0,0.0,0.0,621000,,,,,279000.0,,,1318000.0,275000,,,,,,5602000.0,7657000.0,8321000.0,-120306000,,,,,,1956000.0,,-81024000.0,,,,,,43000.0,,,,,,-1000.0,,,,,,0.0,,,,11139000.0,,0
6,2152000,4862000,1043000,,189212000,6402000.0,,809000.0,1052000.0,,13769000.0,0.0,96222000,87589000,,70435000.0,,,,,,,,,,,,34577000.0,,,,0.0,300000000.0,18325000,18325000,-2374000.0,,,-24240000.0,,,9000.0,,,,,,,,,,,,341000.0,,,,,-0.21,,,2173000,,4661000.0,,,,0.0,24240000.0,,-17650000.0,-1308000.0,,-2918000.0,,,,,700000.0,,,,,441000.0,,,,,,,451000.0,95000.0,,409000.0,27316000,96222000,16222000,1936000.0,19687000.0,,,0.0,,,,,0.0,,,,,,,29399000.0,,,,-1794000.0,,,,,37000.0,,,,,,698000.0,,,,,,,,,5000000.0,,,621000,,,,,26678000.0,,,1318000.0,275000,,4353000.0,,,14884000.0,,7657000.0,7196000.0,-120306000,,,,,,,,,,,,,,,,,1338000.0,,,,,,29230000.0,,,,,455000.0,,12945000.0,,0
7,1577000,5379000,1182000,-43000.0,190223000,,,,,85000.0,13806000.0,0.0,88736000,81332000,,,,,77748000.0,,77706000.0,77748000.0,67143000.0,67114000.0,,,,,,,2683000.0,0.0,300000000.0,18349000,18349000,,,,,,,12000.0,,,,,,,,,,,,,635000.0,,,,-1.0,,1857000.0,904000,,,,,,0.0,,,,,,,3203000.0,-3847000.0,,880000.0,-589000.0,-561000.0,8575000.0,,,,,1288000.0,233000.0,,,,,,,,32953000,88736000,15576000,,,,,0.0,,,,7407000.0,,44734000.0,,-190000.0,-32688000.0,,,28145000.0,5403000.0,,,,,,,,37000.0,,,,,,,,,,,,22712000.0,190000.0,0.0,,0.0,0.0,961000,,,,10000000.0,1929000.0,,,1353000.0,171000,,6375000.0,,,,,6624000.0,,-134432000,,,,,371000.0,2308000.0,,68906000.0,,,,,,,,,,,,,,,,,,,,,,,,0
8,1745000,4288000,1210000,-53000.0,192585000,,,,,,13755000.0,,76383000,76196000,,,,,70488000.0,,70435000.0,70488000.0,66863000.0,66816000.0,,,,34577000.0,,,,0.0,300000000.0,18625000,18625000,,,,,,,11000.0,,,,,,,,,,,,,,,,,-0.44,,3429000.0,1652000,,,,,,,,,,,,,,,,750000.0,,,,,,948000.0,,238000.0,375000.0,,,,,,,,30519000,76383000,21704000,,,15000000.0,,,,,,5979000.0,,,10075000.0,,,,,24645000.0,5526000.0,,,,,,,,37000.0,,,,,,,,-24000.0,,,,55947000.0,,,5000000.0,,,521000,,,,,,,,1360000.0,150000,,,,,,,11133000.0,,-146690000,,,,,,2312000.0,,,,,,,,101000.0,,,,,,,,,,,,,,,,,,0
9,1512000,5675000,1239000,-15000.0,195195000,,,,,,,,64649000,64491000,,,,,45813000.0,,45798000.0,,45514000.0,45499000.0,,,,,,,3274000.0,0.0,300000000.0,18774000,18774000,,,,,,,10000.0,,,,,,,,,,,,,139000.0,,,,-0.53,,936000.0,2224000,,,,,,,,,,,,,-1307000.0,,,-7000.0,,178000.0,-2157000.0,,,,,,375000.0,,,,,,,,27639000,64649000,20222000,,,15000000.0,,,,,,5979000.0,0.0,-37686000.0,,-32420000.0,-15341000.0,,,,5526000.0,,,,,,,,37000.0,,,,,,,,,,,,71216000.0,34000.0,,,,,414000,,,,,,1260000.0,,1360000.0,121000,,,,,,,9681000.0,,-158199000,,,,,391000.0,,,68906000.0,,,,,,,,,,,,,,,,,,,,,,,,0
